Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	LossQ	LossPi	Qval	Time	remian_mins
1	57.831726	22.43094	89.03444	28.927639	131.14285	1000	7.16274	1.7338303	9.265845	5.019417	34.0	0.067746006	-3.1086287	3.1018658	2.4776110649108887	82.54571814934413
2	9.079316	7.0717244	42.388145	3.5581431	35.3	2000	7.9374413	3.5061486	11.682972	3.2508056	33.0	0.022339227	-4.158572	4.202177	5.324904203414917	88.65964307785035
3	7.537405	2.8740597	13.647809	3.4388144	33.3	3000	10.4857435	0.6843706	11.2179985	9.571531	32.333332	0.015741706	-4.568686	4.6397285	8.066122770309448	89.48914302190146
4	6.698937	3.2347403	13.745536	3.1809711	33.066666	4000	4.5562263	1.4218005	6.557815	3.3895833	32.666668	0.012626863	-4.3819237	4.4623523	10.634842157363892	88.44643132686615
5	6.884748	2.5085762	11.9435835	3.7425103	31.5	5000	6.1088963	0.63497937	6.717576	5.2327785	31.0	0.013841195	-3.8257704	3.9123564	13.504023790359497	89.80175186395645
6	6.9940853	3.175357	14.746812	3.43555	32.35484	6000	5.990723	1.9444832	7.9920654	3.3568056	28.333334	0.014010457	-3.2095892	3.2926738	16.25601553916931	90.04025988578796
7	7.3128614	2.485257	11.4668665	3.3726962	32.35484	7000	4.353061	1.4587811	6.4144335	3.2508056	31.0	0.016126718	-2.7016287	2.777226	19.18913698196411	91.0570204274995
8	7.551322	3.2634938	14.150002	3.571606	32.548386	8000	6.4244885	2.4149716	9.760088	4.1215	31.0	0.018089643	-2.3524365	2.4189894	22.04880118370056	91.50252095460891
9	7.1354413	2.5926518	13.821083	3.5223205	32.129032	9000	6.4400897	2.2785108	8.11659	3.2186847	29.666666	0.021704828	-2.1409702	2.1949801	24.8246648311615	91.52945602734884
10	7.259801	2.689518	13.550489	3.6991427	31.741936	10000	6.682176	1.5771807	8.746344	4.9182057	30.0	0.025386259	-2.0638208	2.1062598	27.607344150543213	91.5643557270368
11	7.4932437	2.7402804	13.135682	3.1855516	31.5	11000	5.874396	1.7548431	8.355332	4.579827	33.0	0.028126353	-2.0713375	2.101283	30.481860160827637	91.86124005642803
12	8.019983	3.2907307	13.370445	3.604553	32.870968	12000	7.1955476	2.6991463	10.551116	3.9419444	33.333332	0.027784502	-2.1223252	2.1422586	33.35790705680847	92.10488452646467
13	7.7747774	3.214214	14.006625	3.160072	32.096775	13000	9.574044	4.037035	12.603785	3.8684723	33.333332	0.024816968	-2.1794682	2.1914608	36.04020833969116	91.81011865352973
14	7.6409755	2.9078243	13.078117	3.4236197	32.0	14000	7.497419	1.3152368	9.247166	6.0761375	32.0	0.02008268	-2.2345972	2.2401423	38.89089012145996	91.94917311157499
15	7.830376	2.4814186	12.673265	4.254817	31.580645	15000	6.993156	3.074291	11.039123	3.5919445	35.666668	0.017783003	-2.2874465	2.2885451	41.62625050544739	91.80900648170046
16	7.9269667	2.9118202	13.0261755	3.0710804	32.903225	16000	5.671547	1.8029003	8.203697	4.1469445	33.333332	0.01650532	-2.345675	2.3443904	44.49519419670105	91.95673319498698
17	7.17968	2.8016362	12.134575	3.530486	32.866665	17000	5.3143644	1.9416854	8.025727	3.5823889	30.0	0.016375476	-2.3790004	2.3742874	47.29119825363159	91.93965168490129
18	8.1145525	2.985675	13.415511	3.3290024	32.387096	18000	7.056144	1.2371632	8.079893	5.3155255	28.0	0.015930777	-2.4160633	2.4097145	50.1220908164978	91.98331720431646
