Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	LossQ1	LossQ2	LossPi	Q1val	Q2val	Time	remian_mins
38	820.19745	0.0	820.19745	820.19745	1000.0	38000	583.67975	274.89764	856.82544	207.53091	770.0	0.39400324	0.35306725	-20.26189	39.948814	39.94928	271.37070775032043	233.52163412257244
39	773.7417	0.0	773.7417	773.7417	1000.0	39000	555.1661	331.35706	794.92	86.59896	722.3333	0.45135975	0.40717244	-20.467012	40.394657	40.394787	278.5382843017578	233.42460412204775
40	179.27248	0.0	179.27248	179.27248	297.0	40000	231.43591	157.19592	451.8434	96.1077	294.66666	0.45600286	0.3961822	-20.549524	40.67788	40.67884	281.60008001327515	229.97339789867402
41	807.2463	0.0	807.2463	807.2463	1000.0	41000	567.14777	193.29799	753.5019	300.76483	826.0	0.45173785	0.40838885	-20.735985	40.92964	40.92976	289.27766704559326	230.36379994880863
42	582.77545	248.60982	831.38525	334.16562	720.5	42000	762.4487	89.8095	840.6594	636.67773	924.6667	0.4581675	0.4117738	-21.177794	41.73936	41.73925	299.1295368671417	232.41890150213996
43	367.2965	190.57281	557.8693	176.72368	480.5	43000	403.5516	153.62166	546.9762	190.51888	756.6667	0.4863898	0.45286447	-21.478363	42.428257	42.42813	306.4123260974884	232.42206213428068
44	597.73376	0.0	597.73376	597.73376	732.0	44000	338.87775	360.8073	848.2979	58.845726	430.0	0.5704878	0.532524	-21.768612	42.950745	42.950607	311.60195684432983	230.8687220410867
45	215.70097	178.80472	544.6723	53.511032	329.6	45000	565.0452	291.7566	852.9643	165.13683	748.3333	0.6116006	0.5647466	-22.047752	43.50434	43.50418	322.09250831604004	233.21883386196913
46	146.03578	15.653667	167.10512	129.61739	220.66667	46000	491.23575	74.7789	592.24426	413.60608	838.0	0.79827005	0.7379306	-22.365936	44.118332	44.117825	327.82154607772827	232.08815204285193
47	355.36877	259.21417	614.58295	96.15458	575.5	47000	151.24138	108.51157	304.49802	67.79793	222.0	0.7651442	0.71275103	-22.614002	44.551926	44.551937	334.63227796554565	231.75065141992366
48	149.22672	0.0	149.22672	149.22672	250.0	48000	398.62076	343.15088	866.62213	53.445324	512.0	0.8296253	0.7720489	-22.72155	44.825886	44.82585	337.9111511707306	229.02866864204407
49	851.3027	0.0	851.3027	851.3027	1000.0	49000	762.02295	113.7929	870.59906	604.86774	900.3333	0.82394713	0.7530851	-22.963547	45.278	45.278603	345.6816363334656	229.39621418219846
50	782.2633	0.0	782.2633	782.2633	1000.0	50000	576.2261	93.94212	689.4898	459.45953	792.3333	0.78018177	0.7013947	-23.12453	45.59791	45.598423	353.0740442276001	229.49812812805175
51	446.0729	251.63902	801.30334	249.96951	606.6667	51000	314.14117	92.94467	441.33194	221.82385	428.0	0.7991097	0.7239454	-23.468784	46.26358	46.26405	363.1301600933075	231.287803974884
52	240.67892	0.0	240.67892	240.67892	343.0	52000	534.748	360.2952	845.6545	29.692394	686.6667	0.80973405	0.6990136	-23.533014	46.560097	46.561543	367.71333169937134	229.58511789364692
53	348.86526	281.91232	818.7973	73.21421	430.25	53000	709.5308	190.63722	854.86505	440.211	865.3333	0.7897779	0.7078819	-23.848253	46.97694	46.976677	378.4769983291626	231.72789744970933
54	817.6493	0.0	817.6493	817.6493	1000.0	54000	306.48642	373.46442	834.44244	29.845337	390.33334	0.8097187	0.7061634	-24.124628	47.528698	47.52897	384.8645360469818	231.15629189985768
55	837.0533	0.0	837.0533	837.0533	1000.0	55000	646.60175	200.52884	794.1804	363.09088	826.0	0.83508813	0.72685975	-24.348465	47.976234	47.976097	392.17097783088684	231.14319683710735
56	239.44606	0.0	239.44606	239.44606	301.0	56000	401.219	264.33804	725.7645	78.277176	550.3333	0.853863	0.704149	-24.375612	48.17401	48.174316	395.45321583747864	228.7979313305446
57	362.5911	177.46617	612.7176	219.6696	514.6667	57000	385.6154	317.08557	810.438	48.86912	514.0	0.8570993	0.7239268	-24.67092	48.538364	48.53815	404.4719638824463	229.79211240755885
58	202.85213	143.02222	359.37323	36.3724	279.75	58000	831.5804	65.55309	891.084	740.2631	1000.0	0.89321554	0.72804195	-24.893118	48.9877	48.988194	412.7381901741028	230.32688592042047
59	805.1411	0.0	805.1411	805.1411	1000.0	59000	542.9399	344.33603	835.618	59.5465	651.6667	0.8698459	0.7322203	-25.037613	49.308743	49.30869	419.7967035770416	230.17666673862328
60	405.7359	110.28868	516.0246	295.44724	512.0	60000	378.47177	275.15594	764.7685	144.73619	500.66666	0.92358613	0.7677507	-25.249838	49.70777	49.70806	426.5673580169678	229.87240908410814
61	162.36311	0.0	162.36311	162.36311	235.0	61000	530.5937	357.8474	786.933	24.535463	685.6667	0.9204648	0.7925785	-25.270533	49.93997	49.938164	430.12794256210327	227.8737920160502
62	773.6918	0.0	773.6918	773.6918	1000.0	62000	474.33212	202.72565	734.75433	240.28587	637.3333	0.9696919	0.79943097	-25.43472	50.09553	50.09532	437.2080113887787	227.77127007669017
63	805.82074	0.0	805.82074	805.82074	1000.0	63000	783.9294	15.057245	796.9676	762.82996	1000.0	0.976892	0.7968741	-25.608965	50.450336	50.450077	445.0841097831726	228.07616911760715
64	781.72687	0.0	781.72687	781.72687	1000.0	64000	412.83725	303.87735	786.08716	41.75214	571.6667	0.9981516	0.82069534	-25.748371	50.72854	50.728172	452.0313904285431	227.89915886024633
65	772.8358	0.0	772.8358	772.8358	1000.0	65000	598.44916	265.52655	788.2244	222.94522	798.0	1.0364827	0.8173548	-25.896233	50.996906	50.9974	459.63166069984436	228.04801579713822
66	807.0851	0.0	807.0851	807.0851	1000.0	66000	808.0008	21.792994	833.7365	780.4477	993.3333	1.0407856	0.82163316	-26.018211	51.18888	51.189148	467.4079873561859	228.27450637407978
67	574.1324	210.77283	784.9052	363.35956	744.5	67000	620.6983	153.07451	836.88434	502.83752	764.0	1.0711656	0.8342216	-26.22493	51.55065	51.551167	476.9719262123108	229.3499332151603
68	787.5506	0.0	787.5506	787.5506	1000.0	68000	610.554	356.53635	869.2504	106.39335	726.3333	1.0918199	0.87824863	-26.425627	51.99242	51.992626	484.3263294696808	229.34276144434426
69	884.27203	0.0	884.27203	884.27203	1000.0	69000	723.57025	103.61597	839.64966	588.08	939.3333	1.0908428	0.86487377	-26.673668	52.480972	52.48077	491.5907003879547	229.29025135449166
70	781.5793	0.0	781.5793	781.5793	1000.0	70000	568.6757	321.48676	848.68646	118.46704	724.3333	1.1049185	0.88466185	-26.825144	52.7887	52.788525	500.5366282463074	230.00849777970996
71	735.8069	0.0	735.8069	735.8069	1000.0	71000	610.6156	214.00731	794.365	310.4723	791.0	1.1147423	0.8903347	-27.03133	53.207172	53.207462	510.701101064682	231.2540895901935
72	856.13007	0.0	856.13007	856.13007	1000.0	72000	862.5169	10.3919115	876.4575	851.5177	1000.0	1.146946	0.9320575	-27.263168	53.669186	53.66879	522.6181392669678	233.24253950648838
73	879.67694	0.0	879.67694	879.67694	1000.0	73000	586.43463	228.05406	823.9654	278.7319	725.0	1.0746192	0.85904455	-27.5108	54.16384	54.16411	533.340912103653	234.6456475446213
74	410.7122	319.4688	730.18097	91.243385	616.0	74000	785.5967	91.54827	910.12897	692.6644	962.0	1.1135042	0.887873	-27.671082	54.48245	54.48199	547.3181042671204	237.4177177886705
75	751.7612	0.0	751.7612	751.7612	1000.0	75000	833.7288	75.43492	910.893	731.3509	1000.0	1.0739471	0.84820247	-27.810118	54.765	54.76465	559.7392385005951	239.44400717284944
76	147.27835	53.750893	201.02924	93.52745	230.5	76000	584.5178	352.27686	870.9161	88.28823	713.6667	1.067959	0.8707028	-27.824144	54.917473	54.91765	566.7342054843903	239.12206338999565
77	685.32715	0.0	685.32715	685.32715	780.0	77000	660.2591	188.96225	806.24475	393.42032	850.6667	1.0951173	0.88895947	-28.006685	55.201305	55.20119	577.0201661586761	240.1752765561079
78	696.9702	186.56406	883.5343	510.4062	829.0	78000	524.9682	372.53006	907.2582	19.882528	634.6667	1.0816412	0.89510685	-28.17981	55.5509	55.550823	592.2994515895844	243.247765838081
79	708.00214	0.0	708.00214	708.00214	1000.0	79000	584.91833	403.60608	880.5437	14.256932	691.6667	1.093967	0.9010313	-28.33722	55.882233	55.882854	602.3015649318695	244.09732150719637
80	745.4746	0.0	745.4746	745.4746	1000.0	80000	642.52325	296.33853	860.18164	223.54346	764.0	1.0493637	0.87209755	-28.477636	56.116436	56.11696	612.5908486843109	245.03633909225465
81	881.23254	0.0	881.23254	881.23254	1000.0	81000	375.01456	377.78867	896.91907	15.076564	462.66666	1.0749569	0.91373634	-28.672089	56.49306	56.493176	623.1065862178802	246.03735341142726
82	487.30057	407.60318	894.90375	79.69739	557.5	82000	564.1739	385.43677	888.1021	22.545301	702.3333	1.067196	0.8872456	-28.915613	56.902824	56.903297	634.0741281509399	247.185808029892
83	800.8927	0.0	800.8927	800.8927	926.0	83000	759.4129	88.01869	881.928	679.0901	883.0	1.1505729	0.95406455	-29.050596	57.25965	57.26025	644.6157500743866	248.138231045654
84	871.19904	0.0	871.19904	871.19904	1000.0	84000	141.91562	71.13581	209.32004	43.53777	247.33333	1.1183044	0.94400346	-29.22375	57.57749	57.577667	653.1769688129425	248.31092676094602
85	430.50464	370.33362	800.83826	60.171013	582.5	85000	859.4649	53.91296	899.58124	783.25586	1000.0	1.1661727	0.97193956	-29.282436	57.7474	57.747894	665.9942996501923	250.07432962562524
86	249.06499	231.86638	480.93137	17.198612	389.5	86000	687.71857	307.2166	907.2772	253.25703	803.6667	1.2348677	1.031363	-29.386684	57.857456	57.858112	674.7392785549164	250.28119724517646
87	402.1127	0.0	402.1127	402.1127	487.0	87000	396.23083	217.69022	591.71106	92.51946	641.0	1.19121	0.98277915	-29.35211	58.001286	58.00146	682.6730933189392	250.18268700207787
88	568.1637	304.18106	872.3448	263.98264	726.0	88000	390.60135	375.1483	908.45966	31.81507	490.66666	1.138945	0.93476164	-29.56964	58.31575	58.3163	695.0019769668579	251.67495798053162
89	227.75592	29.985207	257.74112	197.7707	308.5	89000	675.3818	277.23273	878.8314	283.41022	788.6667	1.1321056	0.9296144	-29.679365	58.433525	58.432785	703.8826625347137	251.89508731860795
90	874.75446	0.0	874.75446	874.75446	1000.0	90000	141.37276	90.4007	264.5874	50.235054	190.33333	1.1438186	0.9116312	-29.760527	58.671806	58.67236	712.2893583774567	251.93938366086394
91	752.77405	0.0	752.77405	752.77405	1000.0	91000	759.3201	214.18538	922.17426	456.70996	865.3333	1.1860183	0.94950897	-29.859709	58.83552	58.835533	723.6672968864441	253.01847398088967
92	668.5969	0.0	668.5969	668.5969	1000.0	92000	361.23758	292.2678	772.6216	120.85957	497.33334	1.2014248	0.98930395	-29.935345	58.968616	58.968647	733.7132320404053	253.6095733538918
93	361.8414	347.27228	852.60205	100.25846	476.0	93000	848.9599	86.07264	917.7827	727.5984	972.0	1.2365326	0.9879759	-30.038967	59.194515	59.194767	748.0892436504364	255.6641908446948
94	833.46204	0.0	833.46204	833.46204	1000.0	94000	538.1546	367.88086	863.172	23.82601	671.6667	1.2447299	1.0064498	-30.149958	59.441265	59.44133	758.286643743515	256.25786190734686
95	256.59943	0.0	256.59943	256.59943	670.0	95000	664.064	264.98578	909.3719	296.065	778.6667	1.2306995	1.0060062	-30.084051	59.319206	59.319344	767.1018440723419	256.3735107265021
96	467.19513	431.31628	898.5114	35.87886	558.0	96000	502.41736	288.65485	802.36664	112.6402	651.3333	1.1976618	0.96720123	-30.163523	59.499043	59.499035	778.110960483551	257.2089005112648
97	402.00623	394.6145	796.6207	7.391716	520.0	97000	259.28214	240.39616	589.0258	22.735308	399.66666	1.1785264	0.9571855	-30.228966	59.628532	59.62837	787.4370949268341	257.47298786550044
98	791.02124	0.0	791.02124	791.02124	1000.0	98000	551.5859	293.77505	762.1346	136.13802	735.0	1.1496062	0.943797	-30.374601	59.913647	59.913696	798.8476126194	258.4027478551378
99	483.20618	121.86052	605.0667	361.34567	668.0	99000	292.78918	141.35469	470.55954	124.72071	401.66666	1.1842897	0.9673308	-30.473562	60.11032	60.11048	810.1610689163208	259.2788199747853
100	834.3274	0.0	834.3274	834.3274	1000.0	100000	573.7414	378.26425	857.79736	39.145073	693.3333	1.133187	0.95693684	-30.630157	60.462994	60.462616	820.5373125076294	259.8368152499199
101	606.4831	0.0	606.4831	606.4831	731.0	101000	595.2366	416.52042	900.967	6.331751	685.3333	1.1375098	0.95551044	-30.68844	60.636093	60.63591	829.7732691764832	260.0230093742361
102	453.82486	0.0	453.82486	453.82486	636.0	102000	665.19946	317.34723	915.3753	217.43073	759.3333	1.16496	1.0004984	-30.748665	60.721024	60.72187	837.8754942417145	259.8509291275654
103	596.37463	0.0	596.37463	596.37463	801.0	103000	104.21963	61.896103	159.25935	17.753492	167.33333	1.1678826	0.9925461	-30.803041	60.773575	60.773827	845.1422779560089	259.42312289214055
104	504.43912	264.668	769.1071	239.7711	677.0	104000	544.5639	249.07034	755.7107	194.82492	788.3333	1.1389494	0.96885324	-30.907562	61.040356	61.04012	858.8614935874939	260.96176129579544
105	618.7586	0.0	618.7586	618.7586	905.0	105000	361.3745	257.2687	716.1253	114.03698	559.6667	1.1642243	0.9651604	-30.985407	61.238056	61.238384	867.9603626728058	261.0769659456753
106	369.48486	252.94687	655.1555	40.189392	546.0	106000	701.1162	104.20181	786.3048	554.3864	911.0	1.1462821	0.9653732	-31.108269	61.448845	61.448936	883.9606866836548	263.24238031015454
107	108.13452	36.78783	144.92235	71.34669	196.5	107000	481.03043	245.42746	803.89325	209.27379	601.3333	1.145415	0.9938841	-31.29396	61.614124	61.61382	890.2095396518707	262.4870181862439
108	827.68097	0.0	827.68097	827.68097	1000.0	108000	874.8084	31.95577	898.897	829.6497	1000.0	1.1610254	0.9897426	-31.327879	61.83639	61.83679	902.5531270503998	263.5232275578711
109	900.7101	0.0	900.7101	900.7101	1000.0	109000	604.01636	320.02188	839.9185	151.57516	735.3333	1.1724589	0.989952	-31.452675	62.116444	62.11651	912.7955567836761	263.92911254962286
110	833.77216	0.0	833.77216	833.77216	1000.0	110000	593.0391	398.20807	887.2297	30.079187	706.6667	1.1427224	0.9742785	-31.587074	62.362656	62.36279	923.0530800819397	264.328836227547
111	859.5736	0.0	859.5736	859.5736	1000.0	111000	541.33997	376.73196	821.5467	8.80368	685.0	1.1912891	1.0106885	-31.680227	62.55422	62.55472	933.7010924816132	264.82903331775924
112	933.6897	0.0	933.6897	933.6897	1000.0	112000	571.33575	164.7862	775.2183	371.6414	712.6667	1.1951672	1.0077741	-31.831932	62.860813	62.861233	944.9079315662384	265.47413288638705
113	575.74255	0.0	575.74255	575.74255	748.0	113000	808.05	55.41749	866.8684	733.7861	942.0	1.242024	1.0522219	-31.862133	62.91173	62.911697	954.9917635917664	265.7919551103516
114	924.5687	0.0	924.5687	924.5687	1000.0	114000	779.96436	134.4846	880.1256	589.866	888.6667	1.1892855	0.9978405	-31.993681	63.186916	63.18661	966.399480342865	266.4662891342626
115	924.5182	0.0	924.5182	924.5182	1000.0	115000	605.36584	351.90607	869.5103	108.01616	727.0	1.1930069	1.0084543	-32.10871	63.427845	63.427624	977.100923538208	266.9326433437458
116	842.67285	0.0	842.67285	842.67285	1000.0	116000	511.43954	279.78268	892.7546	229.31264	609.0	1.1382544	0.9700733	-32.214386	63.634068	63.634186	987.5483214855194	267.3191143508615
117	451.26514	309.56485	884.71643	181.28961	541.0	117000	863.0184	62.66281	907.40735	774.3998	1000.0	1.1606269	0.9761505	-32.33013	63.882145	63.882225	1003.3158748149872	269.1230469491407
118	855.91547	0.0	855.91547	855.91547	1000.0	118000	882.1816	48.54692	918.27	813.55646	1000.0	1.1938998	0.99433434	-32.465004	64.110306	64.11025	1014.6786515712738	269.7210763364862
119	658.51044	0.0	658.51044	658.51044	748.0	119000	893.0046	25.843773	918.3648	857.53204	1000.0	1.2725805	1.0667291	-32.556908	64.27749	64.27721	1024.5479128360748	269.9124120799433
120	742.0515	0.0	742.0515	742.0515	1000.0	120000	634.24884	190.1727	900.62506	468.94742	765.0	1.2686751	1.033205	-32.61457	64.37588	64.37595	1035.720932483673	270.43824323283303
121	487.145	305.68442	792.8294	181.46056	598.0	121000	623.2163	271.34982	833.71686	240.09338	778.6667	1.3429394	1.0750991	-32.69784	64.524414	64.52471	1048.0986700057983	271.26410456596983
122	912.3559	0.0	912.3559	912.3559	1000.0	122000	575.5894	329.13446	832.1532	110.96617	732.6667	1.3705362	1.1112571	-32.788143	64.72244	64.7224	1058.6795902252197	271.61205855901125
123	688.72845	0.0	688.72845	688.72845	1000.0	123000	873.87335	10.389	882.68353	859.28577	1000.0	1.3783965	1.1240802	-32.821217	64.77624	64.77599	1070.8005833625793	272.3431833579288
124	429.16238	377.59274	806.7551	51.569645	546.5	124000	148.3609	95.870964	246.31259	18.20032	240.66667	1.4362642	1.1952857	-32.908752	64.88156	64.88182	1080.5960319042206	272.4728701697883
125	100.12002	95.39948	195.5195	4.7205324	183.0	125000	531.2861	375.42435	851.16266	4.3677006	659.6667	1.4181682	1.1961632	-32.88454	64.91812	64.91749	1087.3841753005981	271.84604358673096
126	848.3901	0.0	848.3901	848.3901	1000.0	126000	598.87006	328.81253	887.44104	138.79721	751.0	1.4381684	1.1954427	-32.90734	64.95309	64.95321	1098.1182429790497	272.2055007348616
127	784.17914	0.0	784.17914	784.17914	1000.0	127000	527.60516	254.74129	870.3247	260.08316	668.0	1.4223841	1.1884176	-32.910793	64.94942	64.94869	1108.368161201477	272.43747560946645
128	801.0852	0.0	801.0852	801.0852	1000.0	128000	703.97	279.98914	908.1438	308.0707	811.6667	1.4572796	1.2086219	-32.96028	65.04326	65.04297	1119.9036645889282	272.97651801109316
129	915.0023	0.0	915.0023	915.0023	1000.0	129000	709.23047	250.63618	902.16583	355.25607	838.0	1.4923943	1.239073	-33.025993	65.20068	65.200676	1131.068805217743	273.41469421500693
130	929.6558	0.0	929.6558	929.6558	1000.0	130000	452.43576	371.17877	932.8296	28.99901	530.3333	1.4621575	1.242765	-33.101185	65.3496	65.34953	1141.0864596366882	273.56816375530684
131	464.7417	415.69678	880.4385	49.044933	568.5	131000	687.6214	197.45914	866.2361	412.4169	847.3333	1.4616647	1.2418259	-33.11351	65.43097	65.43122	1153.0298669338226	274.17465897161543
132	839.7546	0.0	839.7546	839.7546	1000.0	132000	770.5681	96.99194	865.9992	637.5248	928.6667	1.5108241	1.2866611	-33.13321	65.42453	65.42455	1164.749677658081	274.71621162674643
133	848.8467	0.0	848.8467	848.8467	1000.0	133000	280.48962	385.14636	825.1474	3.9758546	361.0	1.5194831	1.2726451	-33.160828	65.47903	65.479675	1174.2977318763733	274.73857940259137
134	745.26996	0.0	745.26996	745.26996	1000.0	134000	781.6066	69.85704	879.7343	722.6317	886.0	1.5942386	1.3316023	-33.1836	65.49222	65.49214	1186.0639522075653	275.2730513731046
135	875.3244	0.0	875.3244	875.3244	1000.0	135000	750.0247	166.01709	874.1439	515.3722	897.3333	1.6179495	1.3514284	-33.22457	65.57019	65.57016	1197.2118656635284	275.654336751096
136	903.23285	0.0	903.23285	903.23285	1000.0	136000	603.95886	263.74338	882.1676	249.7016	766.6667	1.5144541	1.2173933	-33.315876	65.716606	65.71677	1208.6689195632935	276.0979000353346
137	791.44324	0.0	791.44324	791.44324	1000.0	137000	425.87436	288.78943	790.63025	84.39314	583.6667	1.6453687	1.3411194	-33.317085	65.7445	65.74433	1218.5931015014648	276.1847866569993
138	442.73303	282.524	837.2107	190.53761	556.3333	138000	474.65506	334.16794	915.66486	107.06139	607.3333	1.7076449	1.3494003	-33.35736	65.77582	65.77596	1233.8020315170288	277.4564469160665
139	412.6222	386.8646	799.48676	25.757608	480.5	139000	493.62595	294.59146	871.76685	153.1181	588.0	1.7253371	1.3569125	-33.343575	65.84867	65.84869	1243.5533151626587	277.4883354607818
140	428.06006	418.6453	846.7054	9.414758	530.0	140000	378.82907	333.13498	847.7132	104.64876	495.66666	1.910065	1.4920061	-33.40386	65.87676	65.87652	1253.6349058151245	277.590586076464
