Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	LossQ1	LossQ2	LossPi	Q1val	Q2val	Time	remian_mins
11	84.364746	35.13314	143.46577	8.472705	225.45454	110000	60.043457	18.055939	80.0453	36.2959	206.0	0.027924236	0.027040534	-6.567693	13.120827	13.120802	626.9480171203613	464.5114843520251
12	75.709015	37.36208	136.2212	0.29864886	210.8125	120000	50.12678	43.423847	110.02453	8.445875	130.33333	0.029730372	0.028226878	-6.54996	13.078012	13.078017	682.3157868385315	462.4584769381417
13	70.657234	36.79183	126.10879	0.29710773	205.20833	130000	82.29081	36.69124	120.74384	32.89156	205.0	0.031558964	0.030681629	-6.431389	12.848276	12.848303	741.4845225811005	462.9525154263545
14	81.28181	38.400143	147.7257	10.258646	218.06522	140000	69.97882	29.263908	109.90171	40.573505	201.33333	0.032888625	0.032411058	-6.356289	12.6906595	12.690663	799.2433135509491	462.4193450076239
15	77.4237	39.497955	133.55522	0.29856274	206.0204	150000	63.955368	24.460466	88.878105	30.718664	204.33333	0.032450218	0.03226335	-6.3111486	12.60851	12.608501	857.9735915660858	462.3524348126518
16	78.36939	37.57804	152.43355	0.29831147	214.93478	160000	72.28965	30.589424	95.84637	29.088684	210.0	0.032038	0.03154559	-6.32183	12.6291065	12.629096	912.6288087368011	460.1170238037904
17	75.425934	34.294716	133.8898	0.29803428	211.20833	170000	88.75724	18.771969	112.68369	66.83289	251.0	0.031959847	0.031598326	-6.345429	12.674366	12.674358	971.4505035877228	460.0103849579306
18	82.398186	36.077427	139.44249	0.2971073	219.22223	180000	89.30469	25.591408	125.308136	68.110115	251.0	0.03259025	0.032875594	-6.3401566	12.673432	12.673437	1028.2051010131836	458.8841279895217
19	75.424095	35.481426	135.27202	15.152401	212.76596	190000	75.77581	55.41495	131.78015	0.2988	167.66667	0.03393863	0.034024272	-6.3338585	12.653765	12.653763	1086.4109373092651	458.3891757781046
20	73.714745	35.16963	144.54239	0.2971021	208.47917	200000	79.229645	10.263326	90.85631	65.89173	243.66667	0.034399886	0.03407312	-6.300163	12.59623	12.596223	1143.0267579555511	457.21070289611816
21	70.659996	40.478546	141.75137	0.29814443	192.46153	210000	66.967445	37.670982	103.68318	15.17875	187.33333	0.03494273	0.03440678	-6.2635374	12.522056	12.522067	1201.0969405174255	456.6074872514558
22	75.87194	34.051437	120.13001	0.29852113	216.58696	220000	51.938038	21.569517	69.42413	21.549126	195.33333	0.035705537	0.035098467	-6.2445273	12.470982	12.470994	1258.14067196846	455.59942480686937
23	62.547062	34.468204	127.38934	5.2084775	194.38461	230000	63.483673	31.821953	89.625496	18.68881	191.66667	0.0360887	0.035264723	-6.193406	12.374165	12.374178	1316.1904582977295	454.94409278216574
24	73.50401	35.128593	137.3056	0.29801646	211.25533	240000	45.35758	39.195663	99.62217	8.429083	131.33333	0.0365597	0.03603372	-6.149397	12.292864	12.292895	1372.567676782608	453.7098705424203
25	77.73451	39.85474	137.64499	0.2985146	206.83673	250000	95.835205	4.6152887	99.94157	89.38832	251.0	0.036522117	0.036196887	-6.1462364	12.282748	12.282773	1430.788206577301	453.0829316298167
26	74.71243	37.77523	133.88136	0.29800472	205.6875	260000	37.89666	21.844345	68.75426	21.195223	144.66667	0.036532514	0.03679457	-6.127792	12.248611	12.248635	1487.5918340682983	451.99905698482803
27	79.28652	36.155167	140.2907	9.713917	214.85106	270000	97.99564	15.124857	115.828896	78.850464	251.0	0.037011173	0.0374914	-6.1062827	12.204535	12.204542	1546.1077659130096	451.4252918677565
28	75.99035	30.412718	142.0196	9.993539	226.63637	280000	102.295815	10.204072	116.58524	93.406425	251.0	0.03737881	0.037152503	-6.0574584	12.102639	12.102672	1603.7210409641266	450.56924457436514
29	75.35494	38.950233	133.53252	0.29800287	204.95833	290000	72.327034	42.28644	110.09201	13.287727	183.33333	0.036377802	0.037054725	-6.023897	12.03871	12.038734	1660.1072001457214	449.37384529853693
30	63.681488	38.42694	135.29594	0.2988112	188.27777	300000	92.849266	11.331821	107.58486	80.026024	251.0	0.03652418	0.037551075	-6.0118904	12.010971	12.010985	1716.7554905414581	448.2639334546195
31	75.22293	39.489697	139.31926	0.2985788	201.28	310000	62.368256	24.722445	86.28031	28.322433	207.66667	0.036859527	0.037441738	-6.0012197	11.994089	11.994113	1774.8672301769257	447.5337261384533
32	72.37915	37.665684	142.59267	0.29863667	207.0	320000	82.733475	16.308392	95.91649	59.7529	251.0	0.036873292	0.037387848	-6.027122	12.047982	12.047977	1830.6127336025238	446.21185358315705
33	74.56879	31.417694	140.93265	8.535869	216.17392	330000	55.175922	24.658533	85.0718	24.679922	201.66667	0.038811054	0.03847262	-6.0108533	12.013348	12.013373	1888.025398015976	445.30700015997644
34	77.52587	40.741325	132.96095	0.2980235	203.20409	340000	43.114777	44.063797	105.42106	11.027634	113.0	0.03905008	0.03917377	-5.9922047	11.982699	11.982713	1944.4716837406158	444.1783353817229
35	78.24488	39.52435	135.12207	0.29830277	207.36734	350000	59.138935	33.655323	106.72732	34.61648	236.33333	0.03909141	0.040105563	-5.987078	11.96461	11.964641	2002.6822035312653	443.45105908938814
36	74.04695	35.988644	131.58963	4.9271073	212.55319	360000	110.92731	8.529459	117.13021	98.86647	251.0	0.038469996	0.039411668	-5.998123	11.989355	11.9894	2059.4190549850464	442.39372276906613
37	77.43098	32.88501	127.958084	8.449761	218.13333	370000	10.715934	8.160017	20.223999	0.29830277	41.666668	0.03846629	0.038829006	-6.00086	11.997282	11.997305	2116.1381092071533	441.33871346873207
38	77.254814	29.493668	130.63037	17.759546	221.48889	380000	44.96875	27.631428	84.000404	23.827778	148.0	0.038186565	0.038669072	-6.021038	12.034062	12.034099	2173.2579629421234	440.37069229765945
39	68.74746	41.195175	133.50171	0.29830277	189.61111	390000	85.35342	28.206001	123.97451	57.401344	251.0	0.03840948	0.03921019	-6.00359	12.006108	12.006144	2231.6213145256042	439.64847250708146
40	76.29158	37.658	142.21252	8.201979	212.80852	400000	83.6941	41.290062	128.91301	29.088684	210.0	0.03931069	0.040278967	-6.002112	12.003155	12.00316	2289.0994470119476	438.7440604031086
41	65.81691	39.192875	123.21456	0.2981448	189.6923	410000	85.22403	13.991291	102.09823	67.838165	239.33333	0.039884254	0.040802434	-6.04781	12.090203	12.090193	2346.557477712631	437.83328529770785
42	75.962234	33.126537	132.12328	8.767452	219.41304	420000	96.80576	25.753677	131.20222	69.237366	251.0	0.040486023	0.041593775	-6.0616794	12.120579	12.120566	2404.2800254821777	436.96835366430736
43	79.43593	35.218353	146.95695	0.29709443	217.76086	430000	76.50776	35.32942	121.85628	35.67075	205.66667	0.04318218	0.04370894	-6.0701833	12.140812	12.140814	2462.1311509609222	436.1216804470203
44	76.39094	39.420395	135.47446	7.9837694	205.85417	440000	115.364525	12.794509	132.51492	101.794624	251.0	0.045800403	0.046249565	-6.0537267	12.106782	12.106773	2519.2191746234894	435.1378572702408
45	72.46185	36.032234	134.65471	0.29863116	205.06122	450000	76.352356	46.795673	111.76673	10.229061	179.66667	0.04906918	0.05021991	-6.0556145	12.109242	12.109259	2576.8442466259003	434.2459747336529
46	82.59736	31.530924	140.05922	0.29873332	229.02325	460000	79.621445	25.909485	111.689224	48.235184	235.66667	0.053141672	0.053631485	-6.0524297	12.097315	12.0973425	2633.3721539974213	433.17063676879025
47	64.09465	40.066727	134.11569	0.2984372	184.83636	470000	104.00471	26.709263	130.56413	67.46506	251.0	0.05890999	0.05920857	-6.037272	12.060758	12.060772	2691.043731212616	432.28468432883
48	76.45771	35.828674	132.39046	7.846203	213.80852	480000	114.99555	21.601843	144.6601	93.84104	251.0	0.06435473	0.06563197	-5.9859242	11.971329	11.971356	2749.160251379013	431.4654281169176
49	72.615654	41.08843	134.8339	0.29856026	196.58824	490000	38.50427	34.67546	84.230034	0.29709443	113.0	0.07646131	0.07989463	-5.9654913	11.924324	11.924354	2805.044597864151	430.2976575167001
50	74.598305	35.901	138.96341	0.29873332	211.23404	500000	73.14136	21.81098	103.86497	55.40824	249.0	0.09616724	0.101053305	-5.896344	11.791209	11.791233	2862.635846853256	429.39537688493726
51	81.984215	32.78899	139.21884	7.887174	220.4	510000	72.863754	39.114265	114.32528	20.421871	194.66667	0.1331422	0.13239215	-5.778418	11.552934	11.552969	2919.054257631302	428.31874550596564
52	74.16205	41.072704	136.48666	0.29851863	196.92157	520000	30.648598	5.4410725	35.063377	22.983168	114.666664	0.1740291	0.17017834	-5.6371856	11.269353	11.269371	2976.237466096878	427.3571744478666
53	75.65467	41.793015	150.85248	6.7934546	197.62	530000	99.805115	17.93589	120.25554	76.58455	251.0	0.227012	0.22443195	-5.4523335	10.9039	10.903913	3032.686730861664	426.29275731725517
54	65.61706	38.14747	135.244	0.29855832	187.57408	540000	108.84971	20.762945	137.80013	90.12537	251.0	0.3062264	0.2859791	-5.204079	10.401851	10.401872	3091.708863735199	425.5870841648844
55	69.478004	35.33027	142.91592	4.977827	197.70589	550000	80.70524	35.072598	115.55301	32.714127	201.0	0.41840416	0.3901832	-4.9774666	9.952382	9.952436	3148.5755915641785	424.5806478569002
56	80.248566	32.750805	137.18225	0.2988	220.51111	560000	65.18676	23.245686	95.255135	38.643337	212.33333	0.59544796	0.5450579	-4.817078	9.636985	9.637138	3206.3103878498077	423.69101541127475
57	73.039474	40.36041	137.21027	0.29866388	197.44	570000	43.856945	17.15148	62.67744	21.195223	186.0	0.88769454	0.81206155	-4.55144	9.106557	9.1068125	3262.289671421051	422.5714397710666
58	72.2103	38.989956	132.62741	0.29830277	201.4	580000	22.343988	2.5969694	24.481625	18.68881	90.666664	1.3270807	1.2089205	-4.080629	8.153285	8.15373	3320.2289361953735	421.70723829639365
59	79.94774	32.19171	138.60023	7.9307995	221.57777	590000	101.42236	24.093067	119.21058	67.360855	251.0	1.9054694	1.7601717	-3.3695192	6.7385426	6.738776	3377.1394317150116	420.71143753124494
60	78.23183	36.462906	144.07118	0.29862615	214.61702	600000	51.304127	34.32912	92.465515	8.429083	152.33333	2.5585306	2.3459022	-2.3775463	4.737464	4.7376246	3434.813388109207	419.81052509678733
61	69.89394	34.27573	132.63385	8.045297	207.45833	610000	68.91431	4.267735	72.20135	62.887077	251.0	3.31887	3.005504	-1.2976179	2.5828648	2.5829885	3491.861451625824	418.83256200812554
62	76.10893	37.41333	137.11705	8.446998	209.5	620000	63.216507	35.357773	104.02393	17.786337	180.0	4.059641	3.5773199	-0.42372867	0.84947854	0.849429	3549.339281320572	417.90607658740015
63	69.255974	34.476208	126.99256	0.2970947	199.12	630000	67.693	24.748413	96.99336	36.464443	222.0	4.8777075	4.2660203	0.24835087	-0.507437	-0.50770265	3605.903438091278	416.8729634722074
64	76.18697	39.146267	137.32475	0.29851112	204.79591	640000	84.26339	23.825151	114.71706	56.55107	251.0	5.857475	5.3354354	0.84102964	-1.6922206	-1.6923664	3663.1860156059265	415.92424541364113
65	68.798706	37.332478	133.27798	0.29709443	195.52942	650000	69.3143	20.397505	94.356285	44.393246	251.0	7.427356	6.792295	1.5857536	-3.181693	-3.1819978	3719.2088985443115	414.8348385508244
66	74.87123	34.179665	129.8951	7.8458524	214.36171	660000	72.33011	24.054565	91.63642	38.42035	205.33333	9.296536	8.393233	2.6194708	-5.2493668	-5.2496214	3776.2733447551727	413.86430078443857
67	81.980156	35.34211	140.73639	0.2986869	218.95555	670000	64.726425	46.93779	128.97908	18.162958	179.66667	11.728475	10.667997	3.9569876	-7.9312654	-7.9316936	3833.1836478710175	412.87774107343523
68	70.77499	38.91159	138.55544	7.3336015	199.66667	680000	107.127014	10.706803	120.92525	94.827896	251.0	15.1846075	13.807283	5.4829154	-10.973329	-10.973726	3888.463662147522	411.7196817482219
69	70.22608	39.20597	133.06593	0.29855847	196.16	690000	82.001724	13.456772	97.851006	64.954185	244.66667	20.859592	18.492313	7.1181283	-14.265791	-14.266487	3945.294340610504	410.72991794428384
70	75.61493	36.627365	147.0215	0.298625	213.51064	700000	54.160976	30.70943	84.07364	11.9369335	183.33333	28.069057	25.414022	8.8780365	-17.781736	-17.781881	4002.2265527248383	409.75176601466677
71	77.62769	33.044052	129.82115	4.9267564	219.04347	710000	60.21738	36.389874	86.868614	8.765422	177.66667	39.08273	35.41641	10.8812475	-21.774864	-21.774874	4059.2990317344666	408.78856436736146
72	79.40404	37.390156	139.04517	0.298734	214.86957	720000	32.067783	19.526497	58.93143	13.0966	98.666664	52.151714	47.91481	13.158658	-26.296843	-26.296926	4113.607024908066	407.5518069792677
73	73.73792	37.33572	133.98582	0.2987342	204.14	730000	86.34784	13.948092	102.4501	68.429504	251.0	66.11987	59.86741	15.785357	-31.59197	-31.592793	4172.765384435654	406.7969905814624
74	70.09594	37.347546	141.98326	7.3335032	197.72	740000	38.708813	41.96704	97.09732	0.29851112	107.333336	85.68811	78.00464	18.723478	-37.498352	-37.499104	4229.049551010132	405.7601595324439
75	73.37501	34.35398	136.08992	0.31863937	210.44681	750000	112.51827	25.243633	135.74167	77.42537	251.0	105.523125	97.157974	22.185907	-44.442486	-44.443813	4286.2780585289	404.81514985958734
76	80.82598	39.890545	153.41287	5.464846	204.7347	760000	72.54662	57.36215	140.62056	0.29868612	167.66667	134.12698	122.51391	26.498146	-53.02973	-53.030952	4343.863605976105	403.9031071336646
77	73.251755	37.11908	144.95378	0.29873413	205.12245	770000	69.52125	21.555626	88.33817	39.342377	205.33333	171.22862	155.93379	32.142616	-64.36306	-64.364586	4402.62238907814	403.09724462698034
78	74.90157	36.61965	138.15167	0.298512	207.97917	780000	51.744488	34.917442	101.11615	26.239553	164.33333	205.29358	188.97545	37.87125	-75.833694	-75.83554	4459.0917682647705	402.08049698843917
79	76.186325	38.34219	133.37495	4.915262	206.04082	790000	93.99688	13.937608	112.09673	78.18812	251.0	249.34149	229.87885	43.185917	-86.40476	-86.40597	4514.279903888702	400.95186479654996
80	75.81958	33.04873	126.41963	0.29709443	214.17392	800000	109.65023	17.260498	122.71957	85.2611	251.0	302.82568	278.18866	46.69391	-93.54008	-93.54105	4572.511921405792	400.09479303956033
81	80.07177	32.29485	138.5749	8.158905	220.60869	810000	93.29795	16.119694	109.77571	71.416145	251.0	349.89417	314.75137	48.08696	-96.13601	-96.136566	4629.6401290893555	399.13975590305563
82	73.30548	36.856937	142.11833	0.298625	207.22917	820000	62.466034	42.62879	106.81558	4.9266	173.0	417.42386	379.69568	48.754738	-97.51379	-97.51308	4686.8550860881805	398.1921596517408
83	69.97159	34.973976	137.07843	8.158945	207.3125	830000	93.29426	20.782166	122.59027	76.60774	251.0	467.13608	425.8269	49.7544	-99.59331	-99.59329	4744.2516548633575	397.259626401907
84	71.61186	38.24134	146.03885	0.2985115	197.47058	840000	83.35683	15.613319	102.18711	63.955246	246.66667	533.24164	489.5007	52.54543	-105.12401	-105.12427	4800.551958799362	396.23603459615555
85	73.0767	39.27642	137.54459	0.2985587	206.70833	850000	26.100761	26.153282	61.951096	0.29800278	102.333336	622.8632	570.1277	57.321224	-114.78815	-114.79	4857.434588670731	395.26183405974336
86	74.332245	37.043526	154.98372	0.2985121	209.22917	860000	88.89785	28.83249	129.38919	64.49202	251.0	710.54297	653.5571	63.4459	-126.89442	-126.897804	4913.725755214691	394.24078726047696
87	78.11529	34.219833	133.5203	7.9298873	219.82608	870000	88.80477	16.184862	111.67921	76.66419	251.0	791.8706	728.9486	70.306595	-140.68669	-140.68909	4971.623450756073	393.3487518713392
88	86.877975	34.883316	135.29109	7.981248	224.36363	880000	59.143917	30.414127	86.58407	16.739225	188.0	935.1279	850.7004	78.239845	-156.66737	-156.67084	5027.832051992416	392.3232585094192
89	73.74141	38.1488	141.61578	0.29830277	205.57143	890000	67.0537	15.517748	83.56879	46.280582	226.66667	1028.5157	936.6713	87.86377	-175.85881	-175.86012	5081.847744226456	391.1309779567665
90	73.029434	34.524815	150.55289	0.2987336	213.65958	900000	79.32583	1.6422303	81.07026	77.12579	239.33333	1103.2743	1018.29	98.90147	-197.87563	-197.87836	5140.247742176056	390.2780692590607
91	73.27996	37.189342	133.19337	0.29843056	203.55103	910000	60.855988	14.325338	74.41415	41.04022	231.0	1215.5328	1123.1829	109.89936	-219.90822	-219.90834	5192.036498069763	388.92727606602205
92	71.20882	35.381092	132.53798	8.197592	203.7551	920000	83.72538	21.000788	113.38798	67.6106	251.0	1404.2225	1315.7068	121.67496	-243.49501	-243.50052	5248.170171022415	387.9082299792248
93	81.37958	35.338623	135.45407	4.926646	220.02222	930000	96.82678	24.850676	120.82097	62.591362	251.0	1539.1396	1430.8632	134.73991	-269.60464	-269.6111	5304.87034869194	386.9322995572535
94	69.91897	34.195858	141.40205	11.25042	204.32654	940000	53.352863	50.851215	124.39459	8.158667	120.0	1723.0596	1608.2448	149.01144	-298.08585	-298.09314	5360.91383767128	385.9097549126503
95	70.186165	38.390194	134.50177	0.29866454	199.78	950000	73.36027	5.3241014	80.37683	67.48662	251.0	1921.8993	1787.7482	163.49522	-327.2739	-327.2822	5418.874138116837	385.02526760665995
96	71.12138	36.933662	135.80855	0.29843056	205.46939	960000	88.07671	48.824844	139.80579	22.603142	198.33333	2216.4937	2044.3802	177.83362	-355.9138	-355.92026	5477.1381046772	384.1603809028864
97	81.844475	32.90138	135.82047	8.76567	223.77777	970000	69.50058	4.7828135	74.85548	63.244476	251.0	2563.6838	2383.9026	188.60133	-377.50366	-377.51004	5532.176820755005	383.0699756336376
98	72.80165	40.287094	137.87392	8.158802	198.54	980000	37.23501	41.985943	95.96487	0.29830277	103.333336	2883.512	2755.4824	194.74931	-389.75302	-389.75644	5589.551353931427	382.1427965811321
99	66.70954	39.4721	139.825	0.29830277	191.07692	990000	80.09718	25.151745	111.12877	49.524963	251.0	3156.398	2975.1633	198.8632	-397.92694	-397.9337	5643.1466755867	380.9599017723642
100	76.39731	36.814392	136.10199	0.2970954	212.08511	1000000	78.11596	46.686226	125.06297	14.438111	182.33333	3422.252	3262.3499	202.72841	-405.82214	-405.82504	5697.682448863983	379.84549652735393
101	76.64254	39.243874	136.3763	0.29873356	208.70833	1010000	64.5261	45.99896	128.1152	20.849806	158.66667	3584.392	3417.914	205.69144	-411.57492	-411.58475	5754.666687488556	378.8963709294206
102	79.41963	34.03154	137.59813	0.2986254	221.26666	1020000	73.08022	43.23274	117.09501	14.321925	185.0	3824.3735	3634.9358	209.55122	-419.50558	-419.51224	5813.34273147583	378.0572560045454
103	79.84518	39.583054	139.95767	8.387915	208.77551	1030000	80.35794	18.650665	104.695274	59.3835	251.0	4328.039	4123.3076	217.16748	-434.11066	-434.1222	5868.151385545731	376.9670064212049
104	73.21463	35.786507	138.51114	0.29866424	207.5	1040000	50.809536	30.777027	84.41074	10.049441	180.33333	4665.75	4447.244	228.03087	-456.4479	-456.45953	5926.122194766998	376.08083153046096
105	76.30838	39.129665	138.29874	0.29863623	212.36171	1050000	48.999897	22.2726	70.078354	18.190569	185.66667	5051.1216	4829.2666	242.83305	-485.9172	-485.92636	5980.80030632019	374.98668581266253
106	66.75805	34.293793	134.64798	0.29814488	201.18	1060000	47.373737	25.659616	76.9993	14.412444	185.66667	5618.56	5407.5615	263.17642	-526.569	-526.58307	6038.447274923325	374.0799097396293
107	73.31108	37.439835	142.19223	0.29880023	204.0625	1070000	61.443924	32.45311	98.57809	19.518831	180.66667	6272.58	5964.7144	287.86908	-575.8079	-575.82404	6091.393979310989	372.8843977405646
108	73.784004	35.387226	134.85106	0.29814488	210.70833	1080000	79.91378	20.095196	101.190285	52.95964	251.0	7147.649	6906.2964	322.90463	-646.1303	-646.1456	6148.551709413528	371.9494243100837
109	82.58002	31.974787	136.83511	0.29800284	224.2	1090000	46.3058	36.211857	96.50751	12.442	140.33333	7518.165	7276.182	360.9045	-722.139	-722.1579	6202.296980381012	370.81010993212374
110	75.67806	33.228283	130.62077	13.040669	216.93333	1100000	109.419556	25.997166	134.88705	73.72206	251.0	8078.544	7916.14	394.67212	-789.7944	-789.811	6260.116968154907	369.91600262143396
111	79.13174	39.545162	141.80225	8.47994	208.32654	1110000	94.08545	8.512131	106.0858	87.26172	251.0	8658.102	8463.284	419.34262	-839.2492	-839.2692	6315.730557918549	368.8917697686691
112	71.30952	36.536774	121.10697	0.298303	199.12	1120000	93.30923	29.876806	133.6353	62.224144	245.66667	9105.814	8882.48	432.72906	-866.01355	-866.03314	6371.941727638245	367.90377828067255
113	74.01331	36.718815	134.42303	0.29868612	209.91489	1130000	84.56238	32.007935	121.07111	43.132675	204.33333	9636.38	9499.47	439.191	-878.04175	-878.0545	6429.18594288826	366.97565774759363
114	65.39591	41.56668	130.41235	0.29709443	181.32143	1140000	61.152847	23.685287	83.670654	28.418365	213.66667	10682.743	10346.212	440.60748	-881.1835	-881.1942	6486.028696298599	366.024426347819
115	69.46792	36.284557	124.339714	0.29851124	197.46	1150000	85.91515	22.356007	111.22101	56.848915	251.0	11312.393	10888.09	435.98264	-871.9828	-871.99585	6540.948286056519	364.9659550383471
116	75.08269	38.438194	144.34415	13.436369	204.0204	1160000	90.33063	4.1363754	95.79659	85.792984	251.0	11158.358	11008.799	429.8208	-859.85156	-859.8544	6599.257341384888	364.0969567134463
117	80.68275	37.856476	139.86583	0.29830277	215.12766	1170000	49.040714	50.781265	120.61489	8.158667	112.0	12287.322	11892.851	427.1902	-854.5773	-854.5853	6653.743189573288	363.0176127124376
118	74.717186	39.947605	152.69731	0.29862502	201.42	1180000	56.540234	31.699772	82.743515	11.9369335	183.33333	12156.936	11799.634	426.3451	-852.2335	-852.2394	6710.675522565842	362.07317078598476
119	79.33726	36.484238	130.13782	0.29866388	214.54347	1190000	49.913128	48.02429	114.88627	0.298625	121.333336	12070.499	11871.0	426.11084	-852.4967	-852.4981	6765.684996843338	361.02604807455
120	73.49534	33.060856	139.54424	0.29868612	215.14894	1200000	54.352905	33.920364	88.75033	8.197333	175.0	12107.463	11958.223	427.34918	-854.69885	-854.70233	6822.3734493255615	360.0697097751829
121	74.85321	37.32152	146.38808	0.29863614	206.85417	1210000	36.401466	35.382694	86.32041	8.445875	112.0	13174.99	12768.882	427.634	-855.5749	-855.56793	6877.491052389145	359.0315576313613
122	66.24879	40.000305	126.147354	0.2981445	185.7963	1220000	73.035904	33.299168	98.46615	25.995447	194.0	13554.457	13320.147	424.68195	-849.0931	-849.0891	6944.87206697464	358.6286394748531
123	83.75547	30.43883	135.555	11.02773	229.18605	1230000	46.48114	40.436928	103.46563	13.83035	132.0	16045.302	15834.259	416.61694	-833.2458	-833.23676	7016.092956066132	358.4101685863523
124	72.98378	34.314335	129.97498	0.29855832	212.55319	1240000	36.03735	12.920247	53.207565	22.0405	185.66667	19008.924	18701.281	400.958	-801.8981	-801.89087	7102.132653713226	358.92498352655804
125	66.26518	39.652397	139.85893	0.29800284	192.5	1250000	105.37595	11.331971	115.02581	89.47039	251.0	19489.822	19191.72	384.3645	-768.41583	-768.40936	7181.148332834244	359.0574165821075
126	81.570045	33.36556	136.9519	5.2749968	221.28261	1260000	57.588535	25.54256	85.5845	23.82182	173.66667	21069.926	21044.04	371.25626	-741.64703	-741.6385	7269.502487897873	359.62882673507016
127	75.76935	38.762688	146.46828	0.29830286	209.53192	1270000	61.81949	37.704964	104.9441	13.0966	150.66667	22583.166	22089.469	356.71252	-712.7731	-712.77374	7351.375122785568	359.85077696106254
128	69.2911	37.141697	136.72252	0.2986642	195.32692	1280000	81.46691	6.6102524	90.745125	75.838264	251.0	22859.328	22699.777	343.4526	-686.81244	-686.8121	7432.626295804977	360.0178361453116
129	77.6882	37.64383	148.50835	0.29830304	208.08333	1290000	80.11924	15.006587	97.83446	61.141117	251.0	26149.938	25583.16	345.57773	-691.2019	-691.2176	7514.9958419799805	360.2149169277467
130	75.55377	38.572025	136.72061	6.7925243	209.97873	1300000	62.465572	29.626528	92.675476	22.21866	197.66667	28281.31	27703.65	359.57797	-718.3436	-718.3574	7597.0553822517395	360.37313987077806
131	85.03565	34.78	139.13979	7.3329988	221.42223	1310000	95.579765	22.571878	126.49047	73.222916	251.0	31553.178	30273.955	385.74432	-771.6201	-771.64557	7681.757069826126	360.6321066572466
132	74.57579	35.51637	129.56836	0.29868618	207.57143	1320000	57.554535	23.140999	87.11834	30.617596	199.33333	34632.332	33775.684	426.18307	-852.2096	-852.2342	7763.748818874359	360.7398440539235
133	77.77187	39.97819	145.19913	0.29814443	208.70833	1330000	59.7589	38.280823	106.562515	12.794444	183.66667	37922.37	36696.297	469.87424	-939.82294	-939.84607	7849.875420093536	361.01557378750994
134	77.549446	40.592445	144.39748	0.29863623	204.85417	1340000	42.42336	12.199934	58.08373	28.322433	178.0	39277.996	38942.48	510.93634	-1021.2293	-1021.26196	7924.500042915344	360.7421661001533
135	67.25979	41.198215	137.87866	0.2985584	190.71698	1350000	66.34991	36.731735	115.402214	27.017204	191.0	44699.53	43926.605	546.45197	-1092.5415	-1092.5568	8001.333034515381	360.55389594604935
136	68.223145	36.393425	142.77304	7.332996	197.37254	1360000	70.16355	26.335987	107.13582	47.78322	197.66667	46439.68	46103.246	573.64075	-1147.1418	-1147.1537	8082.403981685638	360.53860895505136
137	67.80778	38.44795	135.52417	0.29709443	194.50981	1370000	41.894665	55.213158	119.920876	0.29851112	90.333336	46417.508	45975.203	589.90106	-1179.9742	-1179.9799	8164.071169137955	360.53015012784596
