Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	LossQ1	LossQ2	LossPi	LossAlpha	Alpha	Time	remian_mins
128	4145.5303	114.14905	4259.679	4031.381	5699.5	1280000	4851.2114	2263.7617	6904.9917	1697.4891	6515.3335	0.15060304	0.14566232	-73.59919	-0.010363837	0.00093714584	24934.815737485886	1207.7801372267306
129	7929.235	0.0	7929.235	7929.235	10000.0	1290000	2383.8733	1463.2378	4056.7175	492.56186	3117.3333	0.1547857	0.1477787	-73.430565	0.00060290983	0.00092880364	25117.93131518364	1203.9731934742717
130	4656.5425	3261.1938	7917.7363	1395.3484	5881.5	1300000	5192.43	1854.3665	6897.903	2614.4304	7628.6665	0.14972451	0.1421129	-73.551414	-0.00418439	0.00089178764	25367.87957572937	1203.3481336752573
131	8477.567	0.0	8477.567	8477.567	10000.0	1310000	3041.161	3022.391	7170.8555	21.59399	4174.3335	0.14004317	0.13141538	-73.76639	0.012250843	0.0008987769	25562.971457719803	1200.0936981499651
132	7713.5483	0.0	7713.5483	7713.5483	10000.0	1320000	1566.3678	558.018	2233.6338	867.8469	2084.3333	0.14007917	0.13402034	-73.93126	0.014201135	0.00097268523	25737.273524284363	1195.8733151922322
133	1157.3167	916.2035	2357.2905	134.02092	1646.3334	1330000	1832.7203	618.03345	2643.7234	1144.9891	2783.6667	0.14697698	0.14462744	-74.056465	-0.06188479	0.00097414927	25859.875644922256	1189.295032737966
134	2118.0945	3122.7695	8278.869	191.04776	2815.6	1340000	986.5319	1204.8481	2684.2517	11.977091	1849.0	0.14822307	0.14420797	-74.168274	0.021767262	0.000976515	26077.37224626541	1187.1042589283702
135	2242.389	766.78345	3009.1724	1475.6055	3213.5	1350000	3922.9863	2941.213	7884.7983	844.75024	4946.6665	0.15540095	0.15021047	-73.91642	-0.029862192	0.0010094667	26241.73607301712	1182.4979834834735
136	4120.2334	1802.845	5923.078	2317.3882	6283.0	1360000	460.6102	468.37784	1108.1748	16.155754	855.0	0.14875583	0.15050533	-73.73878	-0.00921809	0.00090564636	26429.353430509567	1178.956452004699
137	4547.733	4090.3022	8638.035	457.4304	5597.5	1370000	4921.44	2443.9712	8175.4795	2285.5032	6379.3335	0.13902356	0.14426713	-73.66508	-0.016769502	0.00086971774	26662.68713092804	1177.4398330909492
138	3021.3657	0.0	3021.3657	3021.3657	3607.0	1380000	3319.965	3395.0276	7991.438	23.849203	4210.3335	0.14302099	0.14192383	-73.67552	0.013668751	0.00086902664	26782.872197389603	1170.941996973091
139	2178.4219	3023.5425	8839.94	46.160645	2827.6667	1390000	1690.9313	1838.8105	4268.2715	102.55402	2235.3333	0.1446416	0.13996734	-73.911835	7.3587726e-05	0.0008444395	27039.136621952057	1170.3990791583233
140	1673.9663	0.0	1673.9663	1673.9663	3311.0	1400000	2063.8562	1132.7166	3398.5613	629.37134	2797.6667	0.1658054	0.16259663	-73.57894	-0.0392636	0.0008551566	27140.1015458107	1163.147209065301
141	7171.3594	0.0	7171.3594	7171.3594	8919.0	1410000	2355.9648	1875.532	4815.2856	265.9347	3642.0	0.1606268	0.15348871	-73.490875	0.012922594	0.0008552449	27319.251864910126	1159.2921299041586
142	2469.9854	2973.5212	7584.659	409.83264	3467.0	1420000	3235.3105	2228.5059	6059.418	611.78235	4421.0	0.16276747	0.15355028	-73.30024	-0.00645387	0.00086682173	27564.731111764908	1158.236354176651
143	5732.6753	0.0	5732.6753	5732.6753	7456.0	1430000	1254.3387	545.2192	1801.5186	510.27924	1799.3334	0.16436069	0.15355416	-73.00131	0.00017486673	0.0008454982	27706.15782046318	1152.8086644982125
144	2693.8994	2359.9253	6597.804	588.4858	4024.25	1440000	3684.881	3246.0073	7960.946	100.71619	5015.0	0.17473155	0.15834175	-72.98975	0.0012967278	0.0008726147	27980.31720471382	1152.8926995993763
145	1011.48584	0.0	1011.48584	1011.48584	1473.0	1450000	3574.5117	1941.6813	6287.851	1852.4225	4735.0	0.17903444	0.16552027	-73.02926	-0.096744195	0.00083461136	28084.460515022278	1145.9751129303854
146	3385.8276	3009.856	8230.567	10.50819	4431.5	1460000	2073.9194	2271.6094	5282.8984	338.4546	2841.3333	0.1630257	0.15134896	-73.06879	0.015056475	0.0008843516	28355.08153772354	1145.8560346954487
147	2942.9485	525.6022	3334.037	2199.9797	3809.6667	1470000	844.8454	591.4274	1272.0422	8.505587	1096.6666	0.16010554	0.14076334	-72.87639	0.028742637	0.00088312104	28533.487898349762	1141.9865337524554
148	8150.7964	0.0	8150.7964	8150.7964	10000.0	1480000	2988.509	2349.8018	5976.4355	234.95345	4265.3335	0.16192791	0.14230137	-72.72261	-0.0028051361	0.0010646981	28732.29354453087	1138.9377620782939
149	1283.0497	1218.0387	2998.899	293.50668	2050.0	1490000	2598.0564	1736.9131	4941.1016	787.85913	3576.3333	0.17404218	0.14962111	-72.804184	0.020098435	0.0011241728	28877.56579065323	1133.7836232868615
150	2305.9587	1292.3226	4057.134	977.397	3902.0	1500000	2479.0576	1729.1439	4358.736	184.59111	4144.3335	0.17384857	0.14719462	-72.6558	0.006670591	0.0010854717	29093.69394159317	1131.4214310155976
151	1205.8984	1118.5778	2941.653	4.2176437	2114.1667	1510000	1145.1675	1123.4932	2675.579	10.184099	1681.0	0.17037775	0.1428362	-72.31341	-0.017312916	0.0010379718	29292.38303732872	1128.3710463239395
152	1875.8359	692.8049	2818.067	1172.0868	3057.3333	1520000	2152.4504	1604.3317	3909.993	31.05948	2992.3333	0.1752869	0.14193647	-71.87133	0.012152376	0.0010426451	29465.672239780426	1124.3480196303442
153	2712.123	1466.255	4178.378	1245.8679	3981.5	1530000	1615.2178	1483.2654	3610.3481	56.666317	2094.6667	0.17785472	0.14464976	-71.499245	-0.0075703026	0.0009938226	29617.666534900665	1119.5348896818743
154	1865.4861	796.7113	3153.4683	983.102	2536.5	1540000	5085.065	2707.9424	8163.0356	1572.7577	6477.0	0.17606543	0.14757425	-71.34718	-0.014524616	0.0009966958	29837.517497062683	1117.2923218150677
155	3310.828	1291.6154	4602.4434	2019.2125	5129.5	1550000	3506.6042	3548.5483	8418.821	161.17792	4347.6665	0.17123856	0.15788181	-71.21258	-0.022591813	0.0009396171	30022.969213962555	1113.7553095148457
156	3624.2554	3381.1938	7005.449	243.06148	4732.0	1560000	4644.5254	2743.1833	8440.929	2054.895	6215.3335	0.15965153	0.15225932	-71.10756	0.022266697	0.0009045099	30197.21120738983	1109.8120357833357
157	2015.4258	1956.2566	3971.6824	59.16916	2901.5	1570000	1421.7477	912.1291	2406.7615	207.93643	2431.0	0.17077528	0.15722826	-70.98869	-0.010545836	0.00094511383	30305.25489449501	1103.4715953805392
158	4475.301	2090.283	6565.5835	2385.0178	6761.5	1580000	3391.8164	1725.2771	5828.1367	2059.073	4765.6665	0.16972956	0.15245087	-70.75014	0.02137821	0.0010440212	30506.581671476364	1100.5538956829264
159	1920.2006	835.3514	3082.1536	1154.5166	2774.0	1590000	1062.4038	659.7576	1777.5923	185.86899	1685.3334	0.16646843	0.155808	-70.57231	-0.019557564	0.000993473	30631.211575508118	1094.8892187465162
160	5362.302	321.2063	5683.5083	5041.0957	7546.5	1600000	3498.4932	3476.8206	8404.705	763.899	4555.6665	0.17675954	0.16038743	-70.440025	-0.022208776	0.00091156136	30848.48339366913	1092.5504534835616
161	3189.9834	632.1212	3822.1047	2557.8623	4534.5	1610000	5716.455	2343.32	7671.4326	2421.5818	7863.0	0.17938119	0.16457327	-70.08012	0.07528918	0.0009963204	31032.55589056015	1089.0306880430405
162	2806.0027	0.0	2806.0027	2806.0027	3900.0	1620000	2729.5698	973.85406	4036.961	1700.8624	3824.3333	0.17970891	0.17462817	-69.82109	-0.037908003	0.0010987342	31132.79008245468	1082.6011365706538
163	4194.7563	3041.227	7235.9834	1153.5293	6242.5	1630000	4674.464	1039.4531	5956.6367	3410.7068	6362.0	0.17165016	0.16196513	-69.51142	0.010335151	0.0011019938	31342.033781051636	1079.9862355636674
164	7924.269	0.0	7924.269	7924.269	10000.0	1640000	4587.697	2602.7102	8259.418	2528.234	5819.0	0.15457495	0.14974037	-69.44062	-0.010050924	0.0011163466	31515.977402687073	1076.1553258965655
165	3702.6167	1720.3789	5422.9956	1982.2377	5051.5	1650000	4298.4453	2005.863	6221.525	1530.9282	6007.0	0.156957	0.15286992	-69.38009	0.044690717	0.001185637	31696.64469742775	1072.5632296200954
166	3270.3281	2149.717	6277.9624	1382.4192	4417.0	1660000	1264.2574	548.2337	1846.5942	529.8022	1990.0	0.15878195	0.1524137	-69.32217	-0.0072812773	0.0012405469	31872.52627825737	1068.8176482549632
167	3910.832	3452.36	7363.192	458.47192	5499.0	1670000	4774.8467	3128.2048	8044.727	559.32306	6067.0	0.15798247	0.15770572	-69.32057	-0.012390199	0.0012486508	32063.449677228928	1065.5817107983692
168	4911.7417	0.0	4911.7417	4911.7417	6666.0	1680000	1963.0034	2272.3835	5153.872	36.875908	2847.6667	0.15703624	0.1559534	-69.17288	-0.00023391431	0.0012084175	32184.208595991135	1060.0354418206782
169	2359.9336	3035.8525	7614.999	444.61243	3303.75	1690000	1017.69476	1126.1469	2589.5344	9.738459	1606.3334	0.1451401	0.15414546	-69.089554	-0.004282959	0.0011858443	32357.905919790268	1056.259059070718
170	1435.4502	407.52655	1842.9768	1027.9237	2169.0	1700000	3794.4583	1637.8885	5828.783	1818.0463	5191.3335	0.1496889	0.15882435	-68.91364	0.048302438	0.0012234622	32473.54439473152	1050.6146715634009
171	3655.386	1322.0266	5363.3276	2142.755	5131.0	1710000	5526.989	3316.1536	7978.494	838.88104	7114.6665	0.15846893	0.16784087	-68.772705	-0.00929158	0.0011815014	32715.290670871735	1049.0575663084408
172	2506.5645	886.59705	3393.1614	1619.9673	3883.5	1720000	2683.241	1908.9363	4291.0063	1.2277598	3944.0	0.16697443	0.17392197	-68.490005	0.0042105042	0.0012025991	32857.21560239792	1044.2991005110187
173	2955.3518	3111.9575	7307.206	211.58464	4329.3335	1730000	5653.736	2624.5493	7556.9546	1942.4692	7506.0	0.17056184	0.17813349	-67.99088	0.004173121	0.0012269631	33077.70610618591	1042.0433426064565
174	1975.7943	563.6415	2539.4358	1412.1528	2695.0	1740000	3251.3406	1611.9081	5499.5957	1801.0481	4964.6665	0.17276117	0.17601433	-67.75087	0.011781482	0.0012551417	33202.69919133186	1036.7892658990006
175	2514.0261	128.34619	2642.3723	2385.68	4194.0	1750000	4883.6177	3117.8708	7590.326	515.80206	6620.0	0.18250875	0.18456316	-67.50277	-0.029828949	0.0012405459	33372.32908535004	1032.9530430884588
176	5890.3613	1723.4004	7613.7617	4166.961	7708.5	1760000	2868.0137	3062.8967	7174.4053	310.77823	4198.6665	0.17460231	0.17887141	-67.52029	-0.0108836265	0.001132364	33587.28586292267	1030.5189980230548
177	1710.2172	0.0	1710.2172	1710.2172	2367.0	1770000	954.4199	1067.0569	2461.9956	142.95076	2085.3333	0.18750243	0.1942713	-67.66681	0.035861466	0.0010628275	33659.77031874657	1023.7387770781635
178	7167.527	0.0	7167.527	7167.527	10000.0	1780000	758.1163	747.44794	1810.8524	149.11864	1616.0	0.18994053	0.18496026	-67.75237	-0.019495593	0.0010544937	33798.35080051422	1019.0139473275746
179	4529.4785	2957.7007	8430.93	1272.6144	5607.0	1790000	2863.584	3619.6191	7973.0635	39.81081	3623.3333	0.19065252	0.18670295	-67.559204	0.028080469	0.0011249447	34025.76106405258	1016.9710708732044
180	4424.7246	956.15466	5380.8794	3468.57	5732.0	1800000	973.2741	252.15475	1273.3531	656.389	1748.6666	0.2059747	0.18954651	-67.253784	-0.01530027	0.0011684407	34182.34445095062	1012.8102059258356
181	3666.5981	1656.8414	5323.4395	2009.7566	4914.0	1810000	2564.1042	658.71686	3317.2078	1712.6965	3593.6667	0.20995493	0.18797569	-67.18906	-0.029951788	0.0010618531	34338.86828494072	1008.6647313480439
182	2572.2903	534.96185	3107.2522	2037.3285	3269.5	1820000	238.70264	86.69661	338.14417	126.869156	544.3333	0.20845228	0.18410641	-67.131065	0.024175076	0.0011248365	34436.624932050705	1002.824791949529
183	5870.557	3523.685	9394.242	2346.872	6770.5	1830000	1039.3125	1365.0824	2968.793	19.7677	1756.3334	0.20132643	0.18023357	-67.27373	0.010835469	0.0012022859	34611.88130187988	999.2683399265582
184	991.90814	0.0	991.90814	991.90814	1428.0	1840000	2059.8567	1327.7854	3293.8313	217.10384	3181.6667	0.21226239	0.19276142	-67.17236	0.07886838	0.0011929908	34683.3993806839	992.7494749995245
185	5584.1523	2285.191	7869.3433	3298.9614	7927.5	1850000	752.2491	908.50415	2031.4016	8.287464	1339.6666	0.20693956	0.18513916	-67.03082	0.0009373665	0.0012193222	34877.58195877075	989.76921771507
186	1624.966	1316.3168	3772.1448	502.84967	2552.5	1860000	1664.1271	1124.6882	3067.8167	314.49612	2555.0	0.2187786	0.2051643	-66.83641	-0.032223165	0.0011917236	35031.13205933571	985.6429629329712
