Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	LossQ1	LossQ2	LossPi	LossAlpha	Alpha	Time	remian_mins
28	8140.216	0.0	8140.216	8140.216	10000.0	280000	3361.2542	3777.9397	8653.826	81.91771	4079.6667	0.29662263	0.30068755	-68.48661	-0.024284996	0.0015675484	4767.437119483948	1339.4228094918387
29	4608.1953	3497.9617	8106.1567	1110.2335	5537.5	290000	793.4471	405.2179	1360.474	438.08176	1350.6666	0.284862	0.2929625	-68.96823	0.023210213	0.0015408215	4945.822554588318	1338.7830015873087
30	576.16266	810.0017	2717.166	9.646299	1055.7778	300000	3981.1582	2288.1077	5841.999	758.11743	5008.3335	0.31661174	0.3116575	-68.73894	0.006495322	0.0018346446	5144.906565666199	1343.392269612683
31	1160.4948	921.65546	2631.8438	140.10338	1722.1666	310000	426.94113	257.0782	775.70435	163.6385	822.0	0.29822758	0.274241	-68.137245	-0.008702509	0.0017940964	5308.747052669525	1338.6034232552333
32	468.85977	242.85657	799.74207	223.69008	1188.6666	320000	1075.3762	1515.593	3218.7449	0.2988028	1338.6666	0.28533173	0.26118997	-67.69263	0.04529893	0.0018496288	5400.174092531204	1316.2924348220229
33	1429.4365	2651.2	8260.024	10.777036	2015.0	330000	3654.7092	3890.4749	9089.159	193.33444	4240.0	0.28585717	0.26204264	-67.8694	0.009887593	0.0017376656	5665.173666477203	1336.1798493936808
34	4808.188	4017.0984	8825.286	791.0894	5554.0	340000	828.7049	781.5515	1931.4882	213.00128	1317.3334	0.27633578	0.25792497	-68.371	-0.028773453	0.0017784595	5842.4531280994415	1334.5995868872194
35	3414.1328	1827.8517	5241.9844	1586.281	4767.5	350000	3384.7844	4050.9556	9112.471	418.1413	4088.3333	0.2885934	0.27295518	-68.48078	0.004225076	0.001685366	6030.157107114792	1335.2490735071046
36	8493.806	0.0	8493.806	8493.806	10000.0	360000	2751.9622	3385.5203	7536.6343	208.60863	3851.0	0.29869318	0.26791504	-68.71905	-0.009159625	0.0016730534	6221.756329298019	1336.525433444977
37	815.6432	780.542	2264.088	258.3392	1321.0	370000	523.1357	11.6758375	536.7815	508.26096	985.3333	0.31409186	0.27974236	-68.61093	-0.032833602	0.0016762493	6342.212162733078	1322.7226265829963
38	2496.2207	3163.5723	6968.358	149.35745	3492.3333	380000	1489.1605	1021.97943	2738.79	235.47177	1958.0	0.31644177	0.2909446	-68.39286	0.0101516135	0.001546549	6518.92826461792	1320.9407271109128
39	4218.4824	0.0	4218.4824	4218.4824	5837.0	390000	1152.7953	853.28986	2329.9895	334.38168	1737.6666	0.37852368	0.36031288	-68.30505	-0.0047049103	0.0016620904	6640.150136709213	1308.1663301638048
40	4295.4863	3982.6514	8278.138	312.835	5325.0	400000	1841.8027	1044.1964	3172.577	622.0697	2481.3333	0.37501782	0.33741373	-68.4474	-0.021591848	0.0015260532	6826.212636470795	1308.357421807448
41	4280.0693	4046.8281	8326.897	233.24144	5149.5	410000	7539.432	2002.3394	8965.513	4707.7217	8537.667	0.29026648	0.25327906	-68.51482	-0.019072136	0.0014430227	7069.52032661438	1319.069036373278
42	6196.673	0.0	6196.673	6196.673	7671.0	420000	3086.8728	4156.7617	8964.261	47.02008	3645.3333	0.3531303	0.32227236	-68.67858	-0.016660672	0.0014791714	7232.193202972412	1314.422415244201
43	5035.3765	3582.853	8736.33	187.82452	6061.6665	430000	6762.912	2275.6958	9279.508	3767.304	7698.3335	0.35685092	0.3354154	-69.157295	-0.0018674312	0.0014082022	7556.839065074921	1338.5563767773237
44	687.48364	630.87134	1816.0967	70.356705	1185.6666	440000	3162.2976	3612.7861	8257.938	291.72934	4028.0	0.37375733	0.34775165	-69.149826	-0.018264193	0.0013256148	7715.024577617645	1332.5951540686867
45	2727.9514	2110.0562	5150.7363	7.8874927	3842.6667	450000	2834.1663	2787.9673	6767.1943	627.62897	3807.6667	0.4233057	0.3906819	-68.56798	-0.10863552	0.0011447176	7923.216155052185	1335.208648190675
46	4666.9727	3917.3499	8584.322	749.62286	5802.0	460000	3876.787	3559.61	8795.628	490.0104	4650.6665	0.44777012	0.4199133	-68.608345	-0.030091563	0.0009089534	8142.658910036087	1339.4083857301353
47	8734.924	0.0	8734.924	8734.924	10000.0	470000	3513.83	1990.7003	6310.5625	1836.0941	4684.0	0.41987485	0.4024224	-68.65801	-0.02715152	0.0008051091	8343.998497009277	1340.3657158940396
48	2188.2166	0.0	2188.2166	2188.2166	3200.0	480000	2849.0579	3851.2576	8295.505	104.94441	3655.3333	0.36532688	0.35207137	-68.53199	0.025637113	0.0007924465	8455.358115911484	1327.0214819308785
49	8824.979	0.0	8824.979	8824.979	10000.0	490000	586.1331	594.4984	1422.3088	92.21531	1138.6666	0.3465019	0.33651423	-68.688995	-0.021614794	0.00076355675	8617.228618621826	1321.894594034289
50	8827.477	0.0	8827.477	8827.477	10000.0	500000	815.336	492.67087	1473.3464	287.95343	1442.3334	0.36668223	0.35066187	-68.85451	-0.009470803	0.0007596462	8783.172442913055	1317.4758662581444
51	4109.269	3067.5745	7613.4644	142.33939	5217.3335	510000	2319.3796	2758.1414	6219.8857	345.5734	3328.0	0.25388902	0.23151359	-68.803566	0.023768794	0.0007777061	9034.214657783508	1325.6086211795903
52	9047.266	0.0	9047.266	9047.266	10000.0	520000	2786.8992	3906.1045	8310.893	0.2980986	3385.0	0.22189116	0.20394826	-69.09404	-0.0012801796	0.00083500816	9213.620164632797	1322.981356801742
53	4234.906	3985.7195	8220.625	249.18607	5361.5	530000	2934.003	3701.8118	8163.208	103.352394	3922.0	0.20580758	0.18910985	-69.338615	0.0052679908	0.0008156378	9408.28171801567	1322.484882870035
54	8826.022	0.0	8826.022	8826.022	9873.0	540000	4552.4473	2939.8333	8707.495	2349.9707	5610.3335	0.20296003	0.18826218	-69.717636	0.0030195136	0.00085065945	9617.535341262817	1323.8952968122046
55	5286.2935	0.0	5286.2935	5286.2935	6743.0	550000	4624.8755	3037.9436	8565.366	1172.0469	5512.3335	0.20469682	0.1902779	-69.834885	0.0021100412	0.0008969509	9788.188211202621	1319.9223495638732
56	8259.342	0.0	8259.342	8259.342	10000.0	560000	1484.4224	1415.5752	3396.5342	14.896692	2001.3334	0.19727607	0.18443729	-69.97755	-0.0031153588	0.0008863846	9957.724860668182	1315.8422136051313
57	4709.805	4355.733	9065.538	354.07272	5334.0	570000	5341.3633	3003.7297	8865.181	1525.0392	7005.6665	0.18770707	0.18310745	-70.261246	0.011970023	0.00085476646	10191.62708568573	1320.1435083439476
58	9063.653	0.0	9063.653	9063.653	10000.0	580000	859.3615	362.24258	1336.6123	459.48077	1658.3334	0.18535747	0.18261857	-70.525246	-0.0033326813	0.00086076395	10360.201876401901	1315.8647209318203
59	3670.8357	3669.8235	8851.983	819.13165	4302.3335	590000	5514.049	3584.3113	8616.889	491.2862	6645.6665	0.16586122	0.17508556	-70.87945	0.0031518992	0.0008708287	10613.086131095886	1322.1386958439473
60	979.85175	808.90063	1872.1565	16.5474	1636.75	600000	5049.764	3723.0693	8881.056	6.3758454	6127.6665	0.179211	0.18753938	-70.70591	0.002759224	0.0009263621	10785.660046100616	1318.2473388512929
61	5416.7944	0.0	5416.7944	5416.7944	6556.0	610000	7149.9	1929.3304	9206.098	4568.5747	8524.0	0.1730626	0.18266845	-70.65998	-0.00859027	0.00090916344	10988.823284626007	1318.0583118654342
62	3722.4001	3643.1477	8840.743	652.6286	4638.3335	620000	5112.2446	2720.0205	8958.918	3179.1487	6074.6665	0.1803507	0.18651438	-70.80202	0.0025287454	0.0009109463	11250.32770037651	1324.63535815785
63	3647.7305	3219.5588	8182.76	1028.8318	4558.0	630000	2603.0066	2469.6443	5999.91	201.34897	3440.0	0.17551187	0.18119209	-70.84484	-0.011804505	0.000898009	11477.567489624023	1326.9039662552261
64	52.41724	0.0	52.41724	52.41724	149.0	640000	7448.1206	2184.3262	9202.355	4368.9775	8608.333	0.22922306	0.20494868	-70.812256	0.17892507	0.0008674795	11606.414962053299	1317.8116987081864
65	3277.7168	3460.0796	8711.662	256.521	4055.5	650000	2786.1912	2895.1196	6878.6772	633.90906	3590.6667	0.18547508	0.18500422	-71.11669	-0.010995881	0.00086715934	11862.055442333221	1323.0754145888181
66	8713.721	0.0	8713.721	8713.721	10000.0	660000	396.12085	129.66399	567.7979	254.47585	960.6667	0.18327263	0.17847824	-71.26583	0.01947526	0.0008386571	12027.150224208832	1318.127069896279
67	1483.3517	1201.4066	3301.7354	253.13689	2131.8333	670000	1136.6093	1287.9102	2945.7373	49.397007	1906.3334	0.18676008	0.17610623	-71.08576	-0.008041419	0.00085181836	12230.097479104996	1317.3214447602704
68	8537.494	0.0	8537.494	8537.494	9640.0	680000	4272.854	3708.7812	9327.388	532.5922	5049.6665	0.18902922	0.16408691	-70.95627	-0.020315155	0.00078727107	12422.771984815598	1315.3523276777828
69	2681.1987	0.0	2681.1987	2681.1987	3659.0	690000	1849.9752	2039.3168	4733.8765	384.48743	2567.3333	0.17291549	0.15648282	-70.78427	0.00890608	0.0007951862	12532.418639659882	1304.7034862752698
70	7372.3184	1806.4939	9178.8125	5565.8247	8716.0	700000	1921.7145	441.00555	2277.3784	1300.1976	2537.3333	0.16348709	0.14835343	-70.89717	0.009520458	0.00082091324	12790.785447359085	1309.532795703411
71	1393.621	1300.3828	3394.1543	75.806755	1922.75	710000	8569.608	198.44557	8845.194	8385.879	10000.0	0.17282337	0.15894732	-70.874466	0.014197987	0.00083677366	13016.662611722946	1310.8329248393086
72	8730.566	0.0	8730.566	8730.566	10000.0	720000	4732.556	3505.2397	9113.303	532.99054	5364.3335	0.17387092	0.15724568	-71.03768	0.0013711196	0.00087879755	13219.853389501572	1309.7447338653935
73	9100.381	0.0	9100.381	9100.381	10000.0	730000	8036.965	144.07004	8147.082	7833.448	10000.0	0.16409157	0.1463978	-71.42275	-0.013836469	0.0008741083	13477.704462051392	1313.9223298600273
74	4261.8027	4256.8784	8518.681	4.9244432	5008.5	740000	4422.4023	2959.4602	7284.3516	346.70816	5852.6665	0.15537699	0.13982958	-71.64463	0.011597472	0.0008429392	13685.684085845947	1313.0859053737408
75	3155.22	1210.5745	4848.2803	2088.6975	4019.0	750000	8159.1743	812.66486	8739.991	7009.9155	9472.0	0.15206002	0.1417316	-71.68086	-0.0082880305	0.00088977424	13958.393594026566	1318.2927282346618
76	1017.3431	551.348	2017.0728	543.3724	1490.0	760000	6160.1895	1598.5994	8356.842	4598.9175	7616.6665	0.15479241	0.15061805	-71.58944	-0.001955546	0.0008838312	14161.545825242996	1316.775313486551
77	4648.907	0.0	4648.907	4648.907	5822.0	770000	4764.152	1311.3217	5784.105	2912.8628	6863.6665	0.14968559	0.14795871	-71.47656	-0.002928617	0.00087281986	14339.143878221512	1312.8696666412538
78	5025.5195	1988.5619	7014.0815	3036.9578	6952.5	780000	4507.8574	2357.7812	7607.9004	1894.3516	6535.0	0.15136176	0.15138242	-71.31466	-0.005717516	0.00085923634	14595.688523292542	1316.106956458499
79	2890.334	2342.5981	5232.932	547.7358	3500.5	790000	5421.9487	3822.0083	8372.755	24.66119	6695.6665	0.14771831	0.14676164	-71.48754	0.0046051457	0.00084756425	14783.972390890121	1313.0912185998407
80	4057.793	4057.4946	8115.2876	0.29840747	5000.5	800000	3574.577	3519.5334	8374.694	34.419296	4346.6665	0.14813739	0.14373589	-71.562195	-0.0012470738	0.00084235665	14976.764690637589	1310.4669103473425
81	3725.513	3720.218	7445.731	5.294846	4614.0	810000	5986.348	2564.1177	8735.073	2563.7102	7226.3335	0.14692608	0.1459513	-71.45231	0.022750597	0.0008679205	15197.024252653122	1310.1961237370722
82	8432.232	0.0	8432.232	8432.232	10000.0	820000	3305.8635	3609.3928	8357.647	146.58281	4127.0	0.13184579	0.12945832	-71.48783	-0.0019406627	0.00091651117	15388.077302455902	1307.3610390300673
83	8575.068	0.0	8575.068	8575.068	10000.0	830000	6172.6406	1814.4248	8707.483	4560.0596	7120.6665	0.12814778	0.12760103	-71.64256	-0.0033453528	0.0008973164	15613.668495416641	1307.4095907614892
84	9000.699	0.0	9000.699	9000.699	10000.0	840000	6176.004	2971.433	9192.798	2134.1628	7179.6665	0.12794079	0.126282	-71.90184	-0.011985519	0.0008432986	15841.87823343277	1307.5836001214527
85	5562.907	3317.2107	8880.118	2245.6968	6852.0	850000	5985.295	3688.657	8729.756	771.1594	7068.3335	0.12952206	0.13084793	-72.12117	0.00035050092	0.00083473965	16107.37247133255	1310.6979559423876
86	2428.748	2388.5703	4817.3184	40.177616	3288.0	860000	2891.2297	1459.3683	4919.921	1548.3375	3661.3333	0.13762967	0.13326602	-71.991745	-0.014757973	0.00084092526	16259.139901161194	1304.5123873231023
87	3298.512	2842.7292	7044.009	160.81116	4538.0	870000	4936.9644	2466.4785	7791.8335	1773.8555	6453.0	0.14127125	0.13789968	-71.78743	0.013306571	0.0008349844	16513.27002596855	1306.5096782054939
88	2473.4143	0.0	2473.4143	2473.4143	3228.0	880000	2575.0393	936.16174	3813.8745	1551.1914	3351.3333	0.14681008	0.14036502	-71.589905	0.0063060066	0.0008697328	16625.763473272324	1297.3133618551672
89	3177.2368	2494.5608	7417.4106	1178.0873	4482.75	890000	7201.2983	1026.7946	8652.642	6434.866	9441.667	0.14663059	0.14164588	-71.53197	0.0052067847	0.00091365725	16967.92418885231	1305.9582099674794
90	8141.9424	0.0	8141.9424	8141.9424	10000.0	900000	4469.3677	3033.4373	8665.952	1600.2821	5412.6665	0.14752851	0.14128871	-71.50803	0.0026855923	0.0009393754	17177.231884241104	1304.1972355829344
91	3205.3545	219.90515	3425.2595	2985.4492	4371.0	910000	5739.763	3848.436	8519.872	297.68066	6916.0	0.15306208	0.1407676	-71.49122	-0.005421713	0.00094465	17386.354153871536	1302.384404495129
92	5893.049	0.0	5893.049	5893.049	7307.0	920000	4534.162	2860.8093	8564.351	2211.6082	5501.0	0.1519843	0.14008477	-71.45125	0.0150285745	0.00094962004	17557.63396048546	1297.7381622438845
93	4288.7637	3800.238	8089.002	488.52576	5760.5	930000	3633.3376	3758.365	8937.631	687.3917	4276.0	0.14876172	0.14188488	-71.458664	-0.009235641	0.0009477001	17772.29506802559	1296.2946401794325
94	5140.682	2593.7532	7734.4355	2546.929	6647.5	940000	8131.568	351.1683	8623.879	7828.8335	10000.0	0.14705232	0.1367053	-71.39876	-0.00084106287	0.0009313304	18071.12589240074	1300.8647361230346
95	761.0666	0.0	761.0666	761.0666	1237.0	950000	6749.535	1834.8081	8286.863	4170.5537	8753.667	0.1422992	0.12723008	-71.39918	0.02352535	0.0009637208	18214.134620666504	1294.1621966638063
96	4810.407	3667.319	8477.727	1143.0884	5932.5	960000	4065.5598	1463.8486	5382.2915	2023.7412	5689.3335	0.1428808	0.13132313	-71.54685	-0.01120241	0.0009280638	18441.117245197296	1293.439473380976
97	8656.563	0.0	8656.563	8656.563	10000.0	970000	6775.9146	1781.679	8102.3584	4257.4355	8440.333	0.14260179	0.13191128	-71.723755	0.0031466465	0.0009065657	18678.419293880463	1293.368208771391
98	6478.021	927.584	7405.605	5550.437	8520.5	980000	6265.2065	2983.428	8469.512	2047.4412	7642.3335	0.13968584	0.13551413	-71.76006	-0.008223053	0.00089713116	18991.16325378418	1298.375446860888
99	7535.535	0.0	7535.535	7535.535	10000.0	990000	2414.4128	1494.3835	4514.479	1159.2836	3618.6667	0.1411657	0.1375996	-71.7055	-0.0064305994	0.00085563574	19175.262286901474	1294.4916122009859
100	7753.083	0.0	7753.083	7753.083	10000.0	1000000	4862.3774	2408.5356	8234.239	2758.7437	6200.3335	0.1367321	0.13551626	-71.68349	0.0059555876	0.0008886094	19394.07036972046	1292.9380245844523
101	1704.5161	1878.784	4586.6123	28.512175	2145.75	1010000	4349.328	1920.1799	7005.926	2533.686	5680.3335	0.13541341	0.13404767	-71.90133	0.0023651528	0.0008853733	19585.130607128143	1289.5160250286065
102	2190.9846	1745.1777	4349.2593	75.094475	2869.0	1020000	2682.8352	1331.2545	4326.7524	1066.2006	3667.6667	0.13738696	0.13619587	-72.17789	0.0076296055	0.000877943	19763.590411663055	1285.279245648275
103	4603.079	2186.3245	6789.4033	2416.7544	6437.0	1030000	1852.0953	2124.361	4852.4214	218.1491	3237.6667	0.14256746	0.13567708	-72.25815	-0.0052765133	0.0008897021	19982.47186422348	1283.6636455854552
104	2912.0151	617.40186	3529.417	2294.6133	3800.5	1040000	3638.9172	1994.8982	5975.2954	1101.2645	4544.3335	0.14092034	0.13362285	-72.22926	0.012037131	0.00087953487	20156.478750228882	1279.1611513963112
105	3486.5476	1568.3153	5054.863	1918.2323	4587.0	1050000	2168.1208	2799.198	6120.766	2.826002	2824.3333	0.14285873	0.13557836	-72.20532	-0.00533465	0.00086507265	20328.751544237137	1274.5804539042806
106	7691.5073	0.0	7691.5073	7691.5073	10000.0	1060000	1038.63	828.2943	2032.6615	4.9269967	1622.0	0.14981022	0.13802645	-72.31085	-0.00020118484	0.00087927666	20496.927125930786	1269.7781898029946
107	2556.5188	1559.5925	4116.1113	996.9261	3533.5	1070000	4308.0825	3035.5447	6504.539	15.565648	5601.0	0.15429863	0.14026195	-72.387535	0.0035099268	0.00087085564	20674.479927301407	1265.5873226087785
108	7104.516	0.0	7104.516	7104.516	10000.0	1080000	4112.584	2998.197	7091.4253	9.9938545	5615.3335	0.15496391	0.14179434	-72.435265	0.00805514	0.00090081175	20884.604263067245	1263.3896405476112
109	5679.585	2545.5525	8225.138	3134.0327	7498.0	1090000	4853.8354	2030.3585	7547.031	2644.9402	6636.3335	0.15418798	0.13935418	-72.69928	-0.010064768	0.0008916768	21164.825095891953	1265.358809164285
110	2264.8906	621.9628	2886.8535	1642.9279	3298.0	1100000	3506.907	3853.7395	8916.285	226.94911	4127.3335	0.15425463	0.14158112	-72.68945	0.0011715302	0.00084340025	21321.860659599304	1259.9281298290598
111	2800.3955	3570.283	8901.207	7.320539	3360.75	1110000	1003.2065	603.6793	1475.6506	151.15929	1562.3334	0.1438053	0.13770284	-72.93853	-0.001082735	0.0008563869	21530.938839435577	1257.5878690945137
112	5924.511	0.0	5924.511	5924.511	7800.0	1120000	4446.9727	2655.0276	7910.856	1460.0842	5735.3335	0.14667834	0.14482403	-73.00453	0.020514907	0.0008915195	21715.95978999138	1253.8381544723395
113	5210.877	3512.7256	8723.603	1698.1515	6103.0	1130000	2229.376	703.88513	3054.0347	1334.2062	3356.6667	0.13864866	0.13787557	-73.33418	-0.004482406	0.00089109	21928.768096208572	1251.6863204677547
114	2342.2668	377.9736	2737.494	1832.9761	3288.6667	1140000	2459.827	1821.9976	4949.128	638.94	3168.3333	0.1405503	0.14250395	-73.323906	0.0017098432	0.00088272814	22111.271489858627	1247.799823775626
115	7413.7104	0.0	7413.7104	7413.7104	10000.0	1150000	2751.6438	1867.7896	5322.0024	939.3025	3922.0	0.14049289	0.1397588	-73.32711	0.0030610184	0.0008984934	22302.93126130104	1244.4389181498166
116	2841.0781	852.56433	4046.785	2236.835	4005.3333	1160000	3691.585	3204.7014	8123.6	655.15186	4732.0	0.14349355	0.14833692	-73.40049	0.010730862	0.0009229268	22526.00298857689	1242.8139579246783
117	902.1115	322.20544	1295.544	506.31558	1606.6666	1170000	5335.807	1943.2213	7894.6147	3188.3354	6903.3335	0.15670052	0.14535962	-73.37797	-0.051048733	0.0009082949	22691.547482013702	1238.0146275279187
118	4167.3716	3619.8242	7787.196	547.5475	5505.5	1180000	3794.0447	3074.763	8135.71	1414.151	4658.0	0.14768313	0.1437204	-73.43358	0.026212323	0.00089974696	22905.013907909393	1235.835496096894
119	8251.533	0.0	8251.533	8251.533	10000.0	1190000	3046.0635	593.0992	3705.4358	2267.4106	3960.6667	0.14180286	0.13527934	-73.60133	-0.031061126	0.00087224686	23094.07414150238	1232.330846982944
120	3202.2356	0.0	3202.2356	3202.2356	5418.0	1200000	3788.9785	2730.3672	7628.9717	1517.9884	5024.0	0.14535332	0.15216976	-73.53211	-0.0061477395	0.0008413613	23244.667535305023	1226.801897646321
121	5189.953	2673.8093	7863.7627	2516.144	6520.5	1210000	2147.792	993.20715	3487.918	1113.3973	2904.0	0.14403321	0.13713202	-73.385704	0.004785751	0.0008680268	23458.32286810875	1224.614926536057
122	9012.151	0.0	9012.151	9012.151	10000.0	1220000	5613.7183	1712.8518	7941.5444	3869.5369	7050.0	0.1400604	0.13673642	-73.31302	0.014238013	0.0009173871	23683.42387843132	1222.996478894304
123	5917.9717	3300.3496	9218.321	2617.6218	7154.0	1230000	1695.0913	1853.5085	4277.6846	15.336476	2085.0	0.14062092	0.13909687	-73.54757	0.02430847	0.0009913894	23905.267456769943	1221.1769418486087
124	2200.3826	1510.4719	3710.8545	689.9105	2995.0	1240000	3330.6838	3208.4583	7868.103	1048.5687	4492.3335	0.15533093	0.15546674	-73.65432	-0.019352235	0.0010580623	24056.533800840378	1215.7603103168549
125	8901.819	0.0	8901.819	8901.819	10000.0	1250000	4109.682	2926.3596	8228.067	1697.5787	5306.6665	0.14272444	0.14980066	-73.64565	0.011899972	0.0010760925	24266.946076393127	1213.3473037719727
126	8023.8027	0.0	8023.8027	8023.8027	10000.0	1260000	3637.4592	2984.355	7315.595	5.8934093	5192.0	0.13854502	0.14117095	-73.556915	-0.009826358	0.001050995	24464.481180906296	1210.2798890375589
127	4594.4473	2221.5002	6815.9473	2372.947	5869.0	1270000	4619.101	2796.0615	8398.88	1723.2827	5580.3335	0.14624214	0.14741985	-73.64712	-0.011778506	0.0010215584	24698.914005756378	1209.0150818507188
