Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	LossQ1	LossQ2	LossPi	LossAlpha	Alpha	Time	remian_mins
29	431.43228	247.55048	722.3789	117.33393	644.3333	29000	612.7957	34.988705	655.6467	569.94226	867.3333	1.9430277	1.9390682	-58.400543	0.34999946	0.0037378394	587.3877034187317	665.3684839244546
30	106.84813	20.303173	127.1513	86.54495	204.5	30000	355.2644	167.46434	548.4735	140.04643	500.33334	2.4076157	2.2305875	-60.30053	0.75217336	0.0041738236	600.2309739589691	656.9194535281923
31	310.9095	303.74887	736.2357	46.10928	451.33334	31000	242.52809	193.38652	515.8304	97.10689	362.0	2.4744523	2.407274	-62.67766	0.8725473	0.004759004	622.0584373474121	658.5123982740987
32	748.55927	0.0	748.55927	748.55927	1000.0	32000	296.283	91.18038	420.92188	205.33392	484.0	2.460921	2.427234	-64.62593	0.16042277	0.005172238	641.3903057575226	657.4250626683236
33	299.06146	0.0	299.06146	299.06146	399.0	33000	99.36938	69.01526	192.32628	27.124296	184.33333	2.5354652	2.4539618	-65.663445	0.23852107	0.0052970476	651.152449131012	646.8772048307187
34	717.61804	0.0	717.61804	717.61804	1000.0	34000	174.86726	113.67678	313.9426	35.492947	260.66666	2.685979	2.6193113	-67.44862	0.6064544	0.0056173694	667.7193651199341	643.4981713147724
35	340.46948	191.80774	532.2772	148.66173	642.5	35000	53.943115	40.802578	111.58579	22.826807	116.0	2.6437101	2.6398218	-69.76695	0.37872085	0.006327548	686.5303974151611	642.3962993230139
36	302.45624	316.22775	748.87897	56.22211	422.66666	36000	382.27905	278.68024	764.2996	107.368614	573.0	2.8242378	2.9191794	-71.72018	0.1497713	0.0066504036	709.2413892745972	644.8842989471224
37	116.18813	75.18045	221.12744	6.8467827	264.2	37000	328.4452	306.25146	754.8829	49.66627	515.3333	3.113319	3.2125812	-73.69112	0.37709656	0.007595691	732.0545225143433	647.3076692899068
38	77.39731	6.49765	83.89496	70.89966	163.5	38000	145.0966	121.36098	302.47256	7.101506	319.0	3.4707415	3.6144497	-74.54936	0.039134488	0.007867427	742.5532655715942	638.9866250791048
39	518.38403	206.8236	725.20764	311.56046	817.0	39000	216.86816	115.43766	378.55576	116.48928	387.0	3.4281452	3.516743	-76.654884	-0.009733765	0.007840385	767.2267527580261	642.9622477866645
40	200.56415	79.75126	313.33905	142.84955	328.66666	40000	196.79968	81.15404	277.09152	85.63346	412.33334	3.5820525	3.7058513	-78.05537	0.10317928	0.007921045	785.5248911380768	641.5119934558868
41	386.85376	0.0	386.85376	386.85376	1000.0	41000	267.65933	204.8136	538.5563	43.418697	503.0	3.610294	3.6620958	-79.77952	-0.06402223	0.008018641	805.4122767448425	641.3831901657871
42	533.4604	0.0	533.4604	533.4604	1000.0	42000	264.49612	173.02762	495.55365	79.2024	510.66666	3.6254022	3.6931689	-80.61761	-0.3671302	0.007492876	824.619343996048	640.716140348003
43	430.19775	0.0	430.19775	430.19775	1000.0	43000	352.20898	314.61362	780.0093	32.418396	512.0	3.484684	3.6062157	-81.34708	-0.028140388	0.0070723426	844.2649571895599	640.3978753567666
44	431.4882	0.0	431.4882	431.4882	756.0	44000	636.54443	287.3047	841.8722	230.24199	871.6667	4.6408925	4.946458	-82.53707	0.097541586	0.0072639454	864.5384848117828	640.544422131235
45	510.3938	0.0	510.3938	510.3938	922.0	45000	194.64168	30.86507	219.26674	151.11725	333.33334	4.079423	4.060988	-82.85499	0.12315939	0.0075534144	881.1750648021698	638.0360186258952
46	631.49713	0.0	631.49713	631.49713	1000.0	46000	553.6237	341.27295	803.09125	71.08375	737.6667	3.7889674	3.885175	-84.6373	0.04939324	0.007483979	902.6704680919647	639.0645262037499
47	327.35544	246.97755	574.333	80.377884	578.5	47000	257.9567	152.34293	445.6151	72.471634	488.66666	3.8932714	3.9300404	-86.071144	0.054646015	0.0077343546	923.3858997821808	639.4938510448375
48	176.16539	72.563896	248.72928	103.601494	368.5	48000	315.54507	306.86563	749.51605	97.26901	440.0	4.244182	4.477596	-86.79062	0.07914196	0.007803341	938.6900806427002	636.2232762336731
49	637.1559	0.0	637.1559	637.1559	1000.0	49000	441.30176	359.15915	923.01874	60.963863	562.0	4.424377	4.583255	-88.027374	0.15130743	0.007954114	958.9460170269012	636.3617948618065
50	168.46022	50.46706	242.86914	118.26788	366.75	50000	225.39546	154.63812	438.63882	76.76339	451.66666	4.5770345	4.8101254	-88.99218	0.2940138	0.008795143	982.8764703273773	638.869705092907
51	310.7874	176.55688	487.3443	134.23053	497.0	51000	292.15012	68.89978	381.60852	213.97447	528.6667	4.974656	5.2204843	-89.94228	-0.06167759	0.009588239	1002.551228761673	638.5530532672514
52	99.38043	0.0	99.38043	99.38043	223.0	52000	345.1556	138.30766	520.4455	182.35345	623.0	5.006382	5.317727	-90.1716	-0.581563	0.0090708295	1014.5962688922882	633.4722852385961
53	625.9329	0.0	625.9329	625.9329	1000.0	53000	402.19882	191.8239	581.74146	136.30835	653.6667	4.867424	5.0456944	-91.05373	-0.03190094	0.0087288935	1035.3700075149536	633.9199379795003
54	272.7496	201.52701	568.656	54.514908	445.25	54000	337.4038	267.8514	712.947	106.71307	519.0	4.8433247	5.092219	-91.563	-0.05563326	0.008519893	1063.5441572666168	638.7830025262302
55	476.49426	0.0	476.49426	476.49426	989.0	55000	461.61743	32.517967	496.23877	418.09323	1000.0	5.537608	5.65122	-92.22877	-0.00820261	0.008453529	1087.578220129013	641.0120109987981
56	200.15291	202.19072	485.8584	47.25487	303.0	56000	374.13168	198.2573	535.7724	94.90985	709.3333	5.4636073	5.6504474	-92.706375	-0.011585235	0.008524513	1107.1940786838531	640.5908589822906
57	629.846	0.0	629.846	629.846	1000.0	57000	369.9211	262.4895	615.16064	5.962825	601.3333	5.3615155	5.442002	-93.00064	0.14438601	0.008603477	1127.5532500743866	640.595310559956
58	404.224	0.0	404.224	404.224	1000.0	58000	206.92558	170.7194	439.2054	33.757317	478.66666	5.1302605	5.3674364	-92.652466	0.3092723	0.009256306	1146.4143698215485	639.7519265348884
59	428.5089	0.0	428.5089	428.5089	1000.0	59000	139.89381	108.49543	274.28268	8.577537	200.33333	5.245257	5.38729	-92.92997	-0.016289795	0.009576229	1162.5294215679169	637.4207924893346
60	511.61694	0.0	511.61694	511.61694	1000.0	60000	294.45486	146.90465	453.74634	99.305305	547.0	5.101878	5.3100033	-93.32309	-0.0025362931	0.009646139	1182.4088883399963	637.1870115359624
61	690.56396	0.0	690.56396	690.56396	829.0	61000	606.6896	131.02414	744.998	430.74548	979.3333	5.27685	5.3381767	-93.49159	-0.048809085	0.009593618	1204.4587123394012	638.0998472444347
62	536.6935	0.0	536.6935	536.6935	1000.0	62000	247.26912	283.67953	645.71606	7.5346174	410.33334	5.0999146	5.1919246	-93.64313	0.029301807	0.009413577	1222.8661141395569	637.0737976758711
63	427.9013	0.0	427.9013	427.9013	1000.0	63000	679.87213	123.80384	854.94086	590.2668	1000.0	5.14166	5.254113	-93.9597	0.18444872	0.00985266	1247.3882248401642	639.2039655206696
64	325.88934	83.0247	408.91403	242.86464	526.0	64000	311.84702	174.03053	478.2832	71.61241	580.6667	5.424501	5.5237107	-94.34206	0.045029256	0.010209727	1267.2793552875519	638.9200076897939
65	425.9771	0.0	425.9771	425.9771	1000.0	65000	272.98276	181.86298	498.20288	52.817417	507.33334	5.450039	5.5491204	-94.62281	0.09634346	0.010517917	1285.9486644268036	638.028375338591
66	124.11536	78.39065	188.07664	13.716892	219.0	66000	138.98424	93.628555	228.67131	9.780556	260.33334	6.23267	6.4117465	-95.071884	0.10828886	0.010891766	1298.8780763149261	634.3510600375407
67	133.68016	143.53938	402.5557	13.95188	305.6	67000	397.99594	115.26684	526.61127	246.95166	840.3333	6.835643	6.841119	-95.47665	0.023465477	0.010694595	1326.2045271396637	637.6998379742921
68	123.683716	76.83398	214.516	4.4654293	245.75	68000	93.03452	66.19607	168.46541	7.3032966	195.0	7.4602094	7.2503314	-95.93833	0.12467764	0.01154105	1342.4065849781036	635.6690000821562
69	33.20059	0.0	33.20059	33.20059	116.0	69000	403.7495	131.71599	558.122	236.28313	793.3333	8.565007	8.281625	-96.38728	0.107758686	0.011547303	1354.8262128829956	631.9249794142834
70	221.68645	149.03741	384.10904	24.146303	502.0	70000	115.822044	84.365585	231.03362	31.36391	235.33333	10.0449505	9.940186	-96.7246	0.22112547	0.012024995	1375.9015321731567	632.2595130460602
71	184.0189	198.88698	461.86346	7.2041187	398.66666	71000	56.156174	58.094822	138.15533	10.727586	108.333336	9.182185	9.292114	-97.68215	-0.07693645	0.012442072	1393.0826377868652	630.8113631246795
72	112.555786	113.10679	316.87476	6.3016562	222.4	72000	226.06073	244.9531	570.1657	19.412785	428.33334	10.562056	10.603396	-98.55851	0.120636836	0.012776771	1412.7073004245758	630.486035504606
73	277.68488	239.37373	517.0586	38.31114	564.0	73000	81.63929	69.98106	176.2732	9.235676	166.33333	9.326345	9.709	-99.214676	0.011629403	0.012806419	1429.1477868556976	628.7597680120164
74	81.03303	101.8929	257.476	19.16972	175.0	74000	162.76166	216.14198	468.4003	6.095382	365.33334	8.743472	9.216531	-100.14111	0.0789461	0.01299642	1443.687882900238	626.2483921369991
75	573.12616	0.0	573.12616	573.12616	1000.0	75000	131.38997	91.332565	232.78555	11.398175	260.33334	8.617455	8.955961	-101.30406	0.10499921	0.013527037	1460.155980348587	624.6222801764806
76	310.26965	191.39432	501.66397	118.87534	597.5	76000	263.39767	119.641884	358.02704	94.611885	578.0	8.547283	8.961842	-102.23972	0.009334815	0.013810519	1481.9674911499023	625.286283144198
77	467.4845	0.0	467.4845	467.4845	1000.0	77000	190.53923	212.33472	488.81107	11.32856	413.66666	7.9040537	8.290269	-103.190186	-0.036497995	0.013573134	1499.36963057518	624.0882679138865
78	58.174026	10.904974	69.079	47.269054	121.5	78000	289.8842	177.22089	524.3667	95.99878	565.6667	11.087909	9.030097	-103.64368	0.03851962	0.013666137	1510.9712450504303	620.5313528106763
79	301.21323	151.44283	485.529	114.5928	620.3333	79000	51.277435	60.187527	136.3876	7.7213206	140.33333	7.842828	8.433968	-104.53356	-0.11707814	0.012990874	1535.5496933460236	622.3187677395998
80	400.84415	0.0	400.84415	400.84415	1000.0	80000	134.24168	60.037167	185.63695	50.015533	219.33333	7.387557	7.869083	-105.192	-0.092389956	0.012451503	1552.277470588684	620.9109879493714
81	78.18883	0.0	78.18883	78.18883	150.0	81000	299.91162	165.13657	526.21954	136.821	595.0	7.990371	8.620635	-105.433586	0.08258058	0.012351118	1562.5905318260193	616.998195214821
82	320.5977	111.53272	432.1304	209.06496	684.5	82000	269.11893	137.8129	458.62048	134.92873	449.0	7.3977284	7.9688187	-105.59707	-0.009567155	0.012040756	1584.9170320034027	617.859932115989
83	514.1513	0.0	514.1513	514.1513	881.0	83000	621.0047	50.373447	661.8646	550.03687	943.3333	7.41413	7.8792863	-106.18209	0.06193144	0.012546505	1607.3480534553528	618.7321720172124
84	442.33344	0.0	442.33344	442.33344	767.0	84000	242.80725	76.60097	332.83423	145.61215	463.0	7.270625	7.76971	-106.397865	-0.05610168	0.012460045	1623.9765119552612	617.3688482299683
85	531.0503	196.8038	727.85406	334.2465	787.0	85000	362.38528	210.08722	511.4806	65.27775	724.6667	7.116743	7.610659	-106.92534	0.06421887	0.01247515	1650.9373168945312	619.9107763863078
86	145.18079	80.96758	225.7372	25.68349	246.0	86000	394.46207	122.87899	491.55496	221.10138	784.6667	7.5039544	7.964336	-107.667175	0.019492142	0.012739596	1672.10408949852	620.2339584253555
87	156.55267	0.0	156.55267	156.55267	319.0	87000	266.55566	161.46483	393.6136	38.71432	544.0	8.513581	9.013685	-108.2128	0.054001596	0.012955413	1684.2565560340881	617.2380822629764
88	159.46483	175.46252	407.42584	27.28982	399.66666	88000	482.1688	121.26436	615.8262	322.2845	896.3333	8.0816145	8.471945	-108.96071	0.134864	0.013407299	1708.4568212032318	618.6684546055216
89	511.73752	0.0	511.73752	511.73752	1000.0	89000	194.21489	56.564747	263.43643	124.8818	333.0	7.510324	7.814899	-109.362564	0.07128726	0.014080508	1726.4706897735596	617.8437239474125
90	293.24408	236.81244	530.0565	56.43163	567.0	90000	175.62177	109.59333	282.29288	24.910652	294.33334	7.2957296	7.705698	-109.82588	-0.052853607	0.014035993	1744.090542793274	616.8912842432658
91	720.1242	0.0	720.1242	720.1242	1000.0	91000	168.7977	114.18299	252.94237	7.3671207	301.66666	6.9508963	7.245035	-110.52819	0.06374643	0.014212305	1761.7377858161926	615.9628995893203
92	374.73337	43.137207	417.87057	331.59616	702.0	92000	310.06198	54.973976	380.97357	247.00426	526.3333	6.960762	7.3088217	-110.86325	-0.096604645	0.013864224	1784.822032213211	616.927615152753
93	132.32368	31.983536	164.30722	100.34015	259.0	93000	421.73776	60.834763	472.85663	336.2496	798.6667	7.0137677	7.283984	-111.033455	-0.0063676797	0.013508514	1801.7276229858398	615.7517160698932
94	535.89087	96.208466	632.09937	439.68243	850.5	94000	518.2683	93.68308	645.847	423.53482	910.0	7.5720057	7.7522025	-111.44024	-0.006501308	0.013408671	1831.8756530284882	619.0700341940772
95	433.28793	0.0	433.28793	433.28793	1000.0	95000	649.9417	26.904821	686.06433	621.528	1000.0	7.45031	7.6542997	-111.71293	-0.009198003	0.013362213	1855.4339573383331	620.1055591075044
96	289.66986	24.38887	314.05872	265.28098	402.5	96000	249.0711	131.96762	417.93378	95.812256	460.33334	7.6854496	7.9432898	-111.77914	0.11258888	0.013603833	1871.6972551345825	618.699925687578
97	410.86435	0.0	410.86435	410.86435	625.0	97000	506.4595	39.35353	562.1096	478.04227	1000.0	7.659481	7.651789	-111.77432	0.07877246	0.01391017	1891.6604459285736	618.5274615693338
98	616.56287	0.0	616.56287	616.56287	1000.0	98000	472.66568	366.74042	901.40295	5.540123	666.6667	7.828555	7.8724647	-111.99387	0.06663785	0.014368638	1912.3889937400818	618.5992965690943
99	380.6361	23.638962	404.2751	356.99716	659.0	99000	543.79626	56.1885	604.4696	469.0211	836.3333	7.3783655	7.5438595	-111.823265	-0.070718534	0.014424227	1937.9369912147522	620.2050872109554
100	379.30225	171.41205	550.7143	207.89021	628.0	100000	60.43407	68.12499	156.75024	10.296727	128.66667	7.492799	7.883989	-111.89899	-0.0609338	0.013861519	1956.215496301651	619.468240193526
101	212.5512	14.284912	226.8361	198.26628	404.5	101000	175.07939	22.56996	204.70947	149.98582	334.33334	7.7451763	8.055951	-111.95104	-0.079969905	0.013415545	1971.2752258777618	617.731295731162
102	154.56909	0.0	154.56909	154.56909	283.0	102000	316.9669	215.62495	546.8493	28.51276	535.0	7.282803	7.594014	-111.96199	-0.101689465	0.013211499	1982.9070501327515	614.9603888552953
103	644.65076	0.0	644.65076	644.65076	1000.0	103000	295.9259	283.60464	693.13416	49.190605	474.0	7.2098546	7.445527	-111.88045	-0.07251428	0.012844043	2000.9503815174103	614.2075843814122
104	360.2329	367.43427	873.3316	32.555492	470.33334	104000	299.2553	202.35387	548.7155	53.084545	413.0	7.1931357	7.3493423	-111.73915	0.007079378	0.01268399	2023.5066800117493	614.8347217862423
105	322.00876	0.0	322.00876	322.00876	862.0	105000	375.80978	403.12515	942.76733	40.52193	460.33334	7.1726503	7.4128184	-111.479805	-0.08449195	0.012586848	2040.2307300567627	613.6884494683098
106	629.0703	272.58353	901.6539	356.48682	790.0	106000	493.68433	322.37308	933.69836	170.34625	705.6667	7.1275935	7.2492547	-111.1077	-0.104890004	0.011843285	2066.0399856567383	615.2641086521388
107	42.819828	0.0	42.819828	42.819828	121.0	107000	438.75882	208.46527	732.1228	266.78195	596.6667	7.2057557	7.216027	-110.7566	0.06834355	0.011675244	2076.6978044509888	612.3347261714044
108	908.1673	0.0	908.1673	908.1673	1000.0	108000	733.9007	144.04648	937.17535	620.7023	1000.0	7.004722	7.059986	-110.697174	-0.14496765	0.011200373	2100.5780906677246	613.3169360708307
109	365.72693	218.2871	584.01404	147.43985	616.0	109000	197.11473	131.38626	362.30176	40.843143	388.33334	6.986134	7.022529	-110.28319	-0.0056153387	0.011103641	2120.1470806598663	613.0272367240456
110	904.6407	0.0	904.6407	904.6407	1000.0	110000	318.7592	308.19052	754.38586	88.938965	465.33334	6.9396725	7.0014315	-110.02181	-0.09758035	0.010693097	2138.3321809768677	612.3405788930979
111	902.65576	0.0	902.65576	902.65576	1000.0	111000	447.48657	347.47324	938.63873	188.35936	610.3333	6.6600337	6.7476516	-109.63794	-0.08372898	0.010278133	2157.767725944519	612.0155003765324
112	357.3727	249.55782	606.93054	107.814896	578.5	112000	322.8594	131.42484	498.07755	181.5597	610.0	6.757328	6.7909245	-109.70985	0.056981	0.010439046	2179.0054926872253	612.1967808768862
113	606.706	299.85175	906.55774	306.85428	773.5	113000	788.8589	167.97679	944.7988	555.6911	1000.0	6.683072	6.728179	-109.44514	0.09220453	0.010769431	2208.55167555809	614.6809749230874
114	495.83517	0.0	495.83517	495.83517	1000.0	114000	592.58545	295.7907	954.26855	229.73505	834.6667	7.0276027	6.9901533	-109.28395	0.10652424	0.011423866	2230.7039375305176	615.0742140912173
115	552.86975	0.0	552.86975	552.86975	954.0	115000	117.093056	119.2109	284.74976	17.92578	211.66667	7.166207	7.2576456	-109.48847	-0.004187776	0.011718809	2245.5918629169464	613.469660840691
116	305.17075	271.5944	576.76514	33.576374	376.0	116000	65.1253	12.020861	82.08472	55.628136	132.66667	7.243523	7.559515	-109.36349	0.010939398	0.011609806	2258.711447954178	611.4098227225501
117	639.731	0.0	639.731	639.731	754.0	117000	154.45947	57.491558	195.1306	73.15414	270.33334	7.3867226	7.3160157	-109.20725	-0.018490657	0.011680602	2272.099109649658	609.4533649109028
118	293.6869	172.54036	489.55182	69.72679	489.33334	118000	609.33246	415.06497	907.65894	22.36863	693.3333	7.648532	7.8160415	-108.99165	-0.06957516	0.011431129	2297.3876922130585	610.6897789477629
119	466.73532	0.0	466.73532	466.73532	633.0	119000	662.641	376.98776	930.4387	129.5017	747.6667	7.921252	7.9679446	-108.75254	0.0072959415	0.011136403	2315.3251049518585	609.9616975659081
120	298.36575	109.0047	407.37045	189.36105	622.0	120000	462.9127	142.75394	642.0845	292.75922	692.0	7.768999	7.9125433	-108.30412	-0.03904517	0.011030197	2338.5386765003204	610.6184318860372
121	773.9578	0.0	773.9578	773.9578	1000.0	121000	676.7729	207.2312	930.5463	422.93564	896.6667	7.637684	7.661171	-107.57672	-0.1594123	0.010616271	2360.586836338043	610.9562897640811
122	214.4962	0.0	214.4962	214.4962	368.0	122000	90.73078	66.606865	184.79968	39.454506	223.66667	7.980033	7.9540896	-107.53712	-0.006266788	0.01028208	2370.5201454162598	608.1744304443969
123	679.8236	0.0	679.8236	679.8236	1000.0	123000	329.62204	134.3312	516.58813	206.98299	614.3333	7.921067	7.8796296	-106.90035	-0.16298342	0.009980549	2390.3878173828125	607.9617793882119
124	516.27576	0.0	516.27576	516.27576	1000.0	124000	485.90982	281.7776	746.9608	94.64079	726.3333	7.787737	7.700074	-106.432335	-0.061291892	0.009455188	2411.566831588745	608.0778729460574
125	580.8	0.0	580.8	580.8	1000.0	125000	606.51605	344.5924	913.3463	125.21789	731.3333	7.533895	7.4783154	-105.95141	-0.0043814657	0.00948827	2431.8694701194763	607.9673672914505
126	690.6363	0.0	690.6363	690.6363	1000.0	126000	327.97574	231.86772	626.4112	61.08825	539.6667	7.6398253	7.507154	-105.355	-0.06671138	0.009250736	2451.1229331493378	607.5931713467552
127	879.73224	0.0	879.73224	879.73224	1000.0	127000	271.7762	261.83383	639.1656	48.02892	434.66666	7.5081415	7.2764277	-104.74907	-0.09557767	0.008917701	2469.3472521305084	606.966850584542
128	403.0927	217.66942	620.76215	185.42331	631.5	128000	441.08585	233.5653	698.35156	133.03755	667.0	7.369583	7.2091484	-104.10036	0.013900975	0.008772596	2492.3436949253082	607.5087753474712
129	396.25784	151.65164	547.9095	244.6062	696.0	129000	535.4129	18.954834	556.41705	510.48697	1000.0	7.446286	7.2986093	-103.582825	-0.013641049	0.008848044	2520.2380073070526	609.220324217195
130	265.91666	145.77419	411.69086	120.14248	471.0	130000	686.3719	28.687014	717.28204	648.16077	1000.0	8.197566	7.902292	-103.33396	-0.07267983	0.00868717	2544.7544434070587	610.0885650497216
131	718.80695	0.0	718.80695	718.80695	1000.0	131000	434.69247	239.12512	664.60486	104.96557	720.0	8.744234	8.458926	-103.08806	-0.027294433	0.008424147	2565.8919320106506	610.1338446183058
132	671.9406	0.0	671.9406	671.9406	1000.0	132000	229.76695	87.68215	338.70493	123.99857	359.33334	8.621258	8.389412	-102.87895	0.07857524	0.008600811	2583.38928937912	609.314544290244
133	176.63629	32.52971	209.166	144.10658	362.5	133000	465.00082	197.08592	724.8983	247.84964	667.0	9.156132	9.026717	-102.77493	0.29885575	0.009208032	2600.8225824832916	608.4881904405759
134	722.58997	0.0	722.58997	722.58997	1000.0	134000	529.08936	280.45807	757.9646	134.1215	736.0	9.478	9.440047	-102.81511	0.07912017	0.009650734	2621.8651037216187	608.5074977319632
135	352.67416	0.0	352.67416	352.67416	604.0	135000	787.6341	114.32602	872.65393	626.02606	930.3333	11.177592	11.12035	-103.34622	0.36072046	0.010012576	2640.5977115631104	607.9894728748887
136	858.07184	0.0	858.07184	858.07184	1000.0	136000	189.61668	143.49551	384.26587	42.590855	335.0	12.852383	12.676536	-103.883064	0.2535942	0.010873123	2657.8706517219543	607.1410408672165
137	429.89682	308.4515	862.7905	166.91205	572.3333	137000	236.93913	213.00206	533.1797	41.532772	438.33334	19.123514	18.933838	-105.63943	0.45159674	0.012611084	2683.669465303421	608.2331157171814
138	525.2955	0.0	525.2955	525.2955	989.0	138000	331.44803	125.99726	486.4416	177.82167	646.3333	25.14422	25.343658	-108.25246	-0.00721436	0.014444749	2703.381442785263	607.9343289080449
