Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	LossQ	LossPi	Qval	Time	remian_mins
206	-130.09015	1.0522108	-128.21973	-132.44374	65.86667	206000	0.059092008	57.972324	-58.189213	28658.512848854065	11115.607653511843
207	-130.50142	1.460161	-128.20915	-132.55734	66.066666	207000	0.06083225	57.91988	-58.135334	28701.71324658394	11076.273074949826
208	-130.2112	1.459693	-128.16531	-132.52728	65.933334	208000	0.058636982	57.954586	-58.17082	28744.55564069748	11037.17232613961
209	-130.08708	1.3041865	-128.2132	-132.54814	65.86667	209000	0.055851717	57.877552	-58.09411	28787.939892053604	10998.645934834834
210	-130.63895	1.6680391	-128.12973	-132.58885	66.125	210000	0.054678574	57.872303	-58.086357	28831.537952899933	10960.560856697673
211	-129.80576	1.8388417	-128.17128	-132.6068	65.73333	211000	0.053179182	57.825603	-58.035492	28874.683314323425	10922.658640781587
212	-129.66286	1.5102384	-128.17819	-132.59192	65.666664	212000	0.05031403	57.836456	-58.046394	28917.94136571884	10885.149627284734
213	-129.79454	1.6604794	-128.16127	-132.58067	65.73333	213000	0.05107519	57.781868	-57.99038	28960.821459770203	10847.844470103282
214	-131.229	1.3453503	-128.21342	-132.60066	66.4	214000	0.049760096	57.822124	-58.02932	29004.381733894348	10811.134811403297
215	-131.24643	1.6919388	-128.27824	-132.59642	66.4	215000	0.05267084	57.76527	-57.971107	29047.649227380753	10774.651283179606
216	-130.5144	1.6338753	-128.20718	-132.51823	66.066666	216000	0.047441553	57.766266	-57.971615	29090.508706092834	10738.34827545896
217	-130.50514	1.6174339	-128.17316	-132.6071	66.0625	217000	0.04839092	57.720768	-57.924957	29134.508390903473	10702.79213776431
218	-130.09297	1.7226477	-128.16483	-132.548	65.86667	218000	0.046691403	57.73466	-57.936916	29177.89630794525	10667.331815335947
219	-130.08505	1.7174379	-128.16087	-132.54837	65.86667	219000	0.048507605	57.72331	-57.925987	29220.392323493958	10631.864208418918
220	-130.68413	1.5379949	-128.19608	-132.55334	66.13333	220000	0.046391122	57.6968	-57.899002	29262.89336538315	10596.714415646322
221	-130.96648	1.66244	-128.21663	-132.61215	66.26667	221000	0.04514372	57.69907	-57.899364	29306.016318559647	10562.100451462786
